年月日,最高気温(℃),最低気温(℃),平均気温(℃),降水量の合計(mm),日照時間(時間)
2015/1/13,4.5,-5,0.5,0,5.3
2015/1/14,5.9,-10.6,-0.7,0,7
2015/1/15,3.4,-3.3,0.6,0,0
2015/1/16,5.7,-2.2,1.8,0,5.4
2015/1/17,2.1,-7.3,-2.1,4.5,1.6
2015/1/18,-1.2,-7.4,-3.3,0,0.4
2015/1/19,2.3,-9.1,-2.8,2,0.6
2015/1/20,-0.4,-6.8,-3,0,5.9
2015/1/21,0.4,-13.6,-5.8,0,5.2
2015/1/22,2.2,-1.9,0.2,1,0
2015/1/23,5.4,-0.2,2,0,3.2
2015/1/24,3.4,-7.5,-0.8,0,6
2015/1/25,4,-11.4,-4.5,0,8.7
2015/1/26,3.9,-4.6,1.2,0,0
2015/1/27,5.3,-2.9,1.5,0,0.2
2015/1/28,-0.7,-6.7,-3.6,0,6.5
2015/1/29,0.9,-8.1,-3.5,0,7.4
2015/1/30,-0.6,-6.8,-3.1,9,0
2015/1/31,3.1,-4.3,-0.1,3.5,0.9
2015/2/1,1.1,-3.9,-1.9,1.5,2.3
2015/2/2,1.2,-7.5,-1.7,0,0.8
2015/2/3,1.5,-3.7,-0.9,0,4.7
2015/2/4,2.3,-8.2,-1.7,0,0.3
2015/2/5,2.2,-11.6,-3.7,0,5.6
2015/2/6,2.7,-4.4,-0.9,0,5.3
2015/2/7,4.3,-7.8,-0.9,0,6.6
2015/2/8,3.1,-1.2,1.4,1.5,0
2015/2/9,1.3,-7.5,-5.3,0,1.9
2015/2/10,-1.9,-7.7,-4.6,1,1
2015/2/11,1.3,-6.9,-1.3,1.5,2.6
2015/2/12,4.4,-1.3,1.2,2.5,1.1
2015/2/13,1.5,-2.8,-0.5,3.5,0.9
2015/2/14,2.4,-5.2,-1.5,0,6.5
2015/2/15,1.8,-5.4,-0.7,1,3.8
2015/2/16,5.7,0.4,2.9,0,8
2015/2/17,6.2,0.1,2.4,0,7.2
2015/2/18,3.8,-0.7,1.2,0,0.2
2015/2/19,4.4,0,1.4,0,4.2
2015/2/20,4.1,-2.1,0.7,0,5.9
2015/2/21,6.2,-1.4,1.4,0,7.1
2015/2/22,5.8,0.6,3,6.5,1.7
2015/2/23,7.8,2.1,5.1,5,5.4
2015/2/24,7.8,-0.9,3.2,0,9.6
2015/2/25,4.9,-6.7,-1.1,0,8.9
2015/2/26,2.3,-8.1,-1.6,9,2.7
2015/2/27,3.7,-0.8,1,5.5,2.7
2015/2/28,6.4,-4,1.7,0,6.8
2015/3/1,1,-5.6,-0.7,19,0
2015/3/2,3.6,0,1.3,1.5,4.2
2015/3/3,3.8,-1.4,1.4,0.5,1.5
2015/3/4,6.5,0,2,13.5,0.4
2015/3/5,8.1,-1.2,2.6,1.5,6.2
2015/3/6,6.9,-2,2.2,0,8.7
2015/3/7,6.3,0.4,3,0,1
2015/3/8,12.1,-2.9,4.1,0,9.6
2015/3/9,8.9,0.6,4.7,0,0.1
2015/3/10,5.3,-3,1.9,26,0.8
2015/3/11,-0.4,-4.1,-3,1.5,0.4
2015/3/12,0.8,-3,-1.5,0,1.3
2015/3/13,4.5,-2.8,0.5,0,6.1
2015/3/14,5,-4.8,-0.2,0,5.6
2015/3/15,6.5,-6.8,0.4,0,9.6
2015/3/16,11.5,-1.9,4.7,0,9.7
2015/3/17,14.9,1.2,8.7,0,9.2
2015/3/18,14.3,4,9.2,0,7.3
2015/3/19,9,4.6,6,7,0
2015/3/20,11.7,-0.2,6,0,5
2015/3/21,11.7,-2.9,3.9,0,9.8
2015/3/22,12.1,-1.4,6.4,0,9.3
2015/3/23,5.9,-2.8,0.9,1.5,3.6
2015/3/24,6.4,-2.6,1.4,3.5,3
2015/3/25,7.4,0.4,3.1,0,3
2015/3/26,9.5,-3.6,3.8,0,10.2
2015/3/27,12.3,5.5,8.9,0,8
2015/3/28,15.7,5.5,10.7,0,10.8
2015/3/29,16.7,4.4,9.9,0,2.8
2015/3/30,13.9,2,8,0,10.7
2015/3/31,17.8,2.4,10.5,0,7.6
2015/4/1,12.9,-0.6,6,11,0
2015/4/2,13.6,-1.6,5.7,0,7.5
2015/4/3,13.6,4.8,8.4,17,0
2015/4/4,17.9,3.1,9.6,0,11.2
2015/4/5,9.7,5.1,7.8,2,0
2015/4/6,13.1,7.3,10.8,0,1.4
2015/4/7,10.9,0.3,5.3,4,4.7
2015/4/8,7.7,-0.6,2.4,0,4.9
2015/4/9,10.9,-2.9,4.2,0,12
2015/4/10,9.9,2.4,6.9,0,1.8
2015/4/11,11.9,3.7,8.4,9,0
2015/4/12,15.4,1,7.6,0,9.5
2015/4/13,12.9,2.8,8.4,0,5.7
2015/4/14,15.1,6.5,11.2,1.5,0.1
2015/4/15,18.1,8.4,12.1,10.5,3.5
2015/4/16,14.2,6.3,10.3,0,8
2015/4/17,14.7,2.5,7.1,0.5,2.5
2015/4/18,13.8,-0.2,7.2,0.5,7.7
2015/4/19,17.9,1,10.2,0,9.7
2015/4/20,12.4,6.3,9.4,30.5,0
2015/4/21,16.3,6.3,12.1,0.5,9.1
2015/4/22,20.2,0.1,11.3,0,11.1
2015/4/23,22.4,4.3,13.8,0,11.2
2015/4/24,21.1,7.4,13.6,0,8.9
2015/4/25,17.8,2.4,10.9,0,11.8
2015/4/26,21.1,3.2,13.4,0,13
2015/4/27,25,8.6,18,0,11.6
2015/4/28,28.5,9,19.1,0,11.6
2015/4/29,28.9,5.9,18.3,0,11.9
2015/4/30,28.7,7.4,18.6,0,12.6
2015/5/1,28.6,7.4,17.5,0,10.2
2015/5/2,27.5,5.2,17.9,0,11.3
2015/5/3,26.9,9,18.1,0,8.9
2015/5/4,25.1,15.9,19.1,7.5,5.2
2015/5/5,20.1,8.3,13.9,0,9
2015/5/6,22.4,5,14.7,0,10.6
2015/5/7,23.6,5.9,15.7,0,10.8
2015/5/8,22.6,2.2,13,0,7.4
2015/5/9,20.1,5.3,12.8,0,3.3
2015/5/10,15.8,4.7,11.1,0.5,5.6
2015/5/11,21.4,1.6,12.4,0,13.2
2015/5/12,16.3,5.6,11.9,7,1.1
2015/5/13,18.3,12.6,15.6,6,1.9
2015/5/14,20.9,13.7,17.1,0,7.8
2015/5/15,21.5,12.3,16,8.5,5.3
2015/5/16,23.8,9.2,16,4,7.6
2015/5/17,19.8,7.4,14.2,0,11.7
2015/5/18,23.8,4.9,16.2,0,8.6
2015/5/19,17.4,12.6,15.2,13.5,0.4
2015/5/20,23.4,10,16.3,0,10.4
2015/5/21,16.7,10.8,13.1,0,3.2
2015/5/22,22.6,9,16.7,0,12.2
2015/5/23,25.1,14.2,20.2,0,13
2015/5/24,27.9,10.5,19.7,0,13.8
2015/5/25,26.8,9.7,19,0,13.4
2015/5/26,28,13.7,19.7,0,5.6
2015/5/27,21.4,13.1,16.2,14.5,3.7
2015/5/28,21.4,11.5,16.6,0,9.4
2015/5/29,26.9,16.7,21,0,10
2015/5/30,31,18.1,23.3,0,8.1
2015/5/31,23.4,10.4,18.2,1,9.9
2015/6/1,25.6,7.2,17.4,0,13.7
2015/6/2,26.9,10,19.7,0,7.4
2015/6/3,23.2,13.4,18.3,0,0.4
2015/6/4,16.8,11.5,14.1,0,3.9
2015/6/5,22.4,12.3,17.3,0,5.1
2015/6/6,20.6,10,14.9,0,5.9
2015/6/7,24.5,7,16.6,0,12.4
2015/6/8,25.1,11.2,18.9,0,9.6
2015/6/9,18.5,14.6,16.8,13,0
2015/6/10,24.5,12.9,18.7,0,9.5
2015/6/11,27,10.3,19.7,0,11
2015/6/12,25,13.3,19.6,4,3.2
2015/6/13,22.4,16.9,19.8,4.5,4.5
2015/6/14,26.8,14.5,20.3,0,2.7
2015/6/15,26.4,15.7,21.3,0,6.9
2015/6/16,29.2,14.4,20.6,0.5,9.4
2015/6/17,26.1,17.3,20.2,0,4.2
2015/6/18,22.3,15.6,19.2,0.5,0.8
2015/6/19,23.3,14.3,18.9,0,7.8
2015/6/20,25.2,16,19.5,10.5,6.7
2015/6/21,27.7,16.2,20.7,1.5,8.8
2015/6/22,26.9,17.7,21.5,0,7.1
2015/6/23,28.4,17.3,21.7,0,6
2015/6/24,28,15.9,20.9,0,8.3
2015/6/25,27.2,18.1,22.1,0,11.2
2015/6/26,24.4,18.8,21.6,0.5,0.6
2015/6/27,20.4,14.7,17.8,31.5,0
2015/6/28,14.8,10,12,4,0
2015/6/29,23.8,9.8,16.7,0,7.5
2015/6/30,21.8,16,18.7,0,0.2
2015/7/1,20,17.6,18.4,1.5,0
2015/7/2,27,17.9,22.2,0.5,7.6
2015/7/3,25.7,18.7,21.7,0,7.9
2015/7/4,24.1,15.7,19.6,1.5,2.6
2015/7/5,25.8,13.2,19.3,0,6.8
2015/7/6,27.3,14.7,20.6,0,10.6
2015/7/7,28,17,21.8,0,12.5
2015/7/8,23.8,14.2,19.5,0,1.5
2015/7/9,26.1,17.2,20.7,0,4.1
2015/7/10,28.7,14.8,21.7,0,12.2
2015/7/11,31,12.1,21.5,0,13.8
2015/7/12,32.7,14.7,23.8,0,13.8
2015/7/13,32.1,16,25.2,0,10.5
2015/7/14,30.4,22.7,26.6,0,7.5
2015/7/15,27.8,20.8,24.4,0,2.7
2015/7/16,21.4,17.8,19.6,0,0
2015/7/17,29,17.7,23,2.5,0.8
2015/7/18,27.6,22.1,24.2,2.5,0
2015/7/19,28.7,22,24,0,4.1
2015/7/20,27.4,21.2,23.4,0.5,2.1
2015/7/21,31.6,22.3,26.3,0,2.8
2015/7/22,33.8,21.7,27.7,0,7.5
2015/7/23,26.5,22.9,24.2,32,0.4
2015/7/24,27.8,22.6,25,12,0.4
2015/7/25,25.3,22.6,23.8,25.5,0
2015/7/26,29.6,23.5,25.7,0,2.9
2015/7/27,32.4,21.8,27.3,0,12.2
2015/7/28,28.5,22.8,25,3,0.3
2015/7/29,31.8,23,26.8,0,8.1
2015/7/30,31.4,22.3,26.8,0,8.9
2015/7/31,31.2,24.6,27.5,0,6.8
2015/8/1,30.6,23,26.8,0,5.4
2015/8/2,30.2,21,25.9,0,4.8
2015/8/3,31.1,23.2,26.3,0,5.1
2015/8/4,32,21.1,26.7,0,9.2
2015/8/5,33.3,20.5,27.5,0,13
2015/8/6,33.2,20,26.5,0,13
2015/8/7,31.1,19.2,24.1,0,6.2
2015/8/8,30.1,20.1,24.8,0,7.3
2015/8/9,29.8,19.5,24.3,0,6.6
2015/8/10,30.5,23.1,26.4,0,3
2015/8/11,30.6,22.4,25.4,0,2
2015/8/12,29.3,20.1,23.3,2,3.2
2015/8/13,28.3,18.9,23.1,0.5,5.3
2015/8/14,25.8,20.3,21.8,42,0
2015/8/15,26.6,20.1,22.3,15,2.9
2015/8/16,30.8,20.2,24.8,0,9.3
2015/8/17,27.9,20.9,23.8,4,1.4
2015/8/18,27.6,20.5,23.1,11.5,8.1
2015/8/19,27.9,16.8,22.4,0,9.6
2015/8/20,27,14.8,21,0,7.7
2015/8/21,26.5,19.2,22.3,9.5,1.2
2015/8/22,23.2,19.6,20.5,39,0
2015/8/23,25.2,19.7,21.9,0.5,0.3
2015/8/24,23.2,16.5,19.5,0,0.6
2015/8/25,23.6,14.5,18.2,0,6.4
2015/8/26,21.8,14.6,17.4,5,0.9
2015/8/27,21.3,16.2,18.4,5,0
2015/8/28,25.1,17.5,20.4,0,2.4
2015/8/29,23,17.2,19,2,3.2
2015/8/30,20.6,17.5,19.1,0.5,0
2015/8/31,20.8,18,19.2,0,0.1
2015/9/1,25.9,18.9,21.5,4,1.6
2015/9/2,25.4,19.8,22,18,0.7
2015/9/3,27.1,17.7,22.3,0,6
2015/9/4,25,17.4,20.6,6.5,2.3
2015/9/5,23.7,13.6,18.5,0,5.4
2015/9/6,20,14.8,17.4,1.5,0
2015/9/7,22,17.2,19,0,0
2015/9/8,22.3,16.6,18.7,0,0.1
2015/9/9,20.1,16.2,18.2,2,0
2015/9/10,26.5,17.3,21.6,3,0.6
2015/9/11,23.7,19.2,20.6,21.5,0.2
2015/9/12,23.9,17.8,20,0,9.1
2015/9/13,23.2,14.1,18.6,4.5,0.6
2015/9/14,23.8,11.4,16.6,0,6.8
2015/9/15,23.8,8.4,15.8,0,9.3
2015/9/16,24.8,7.8,15.8,0,11
2015/9/17,23.8,11.5,17.6,3,6.9
2015/9/18,17.7,14.2,16.4,32,0
2015/9/19,25.5,16.5,19.8,6.5,3
2015/9/20,25.6,12.1,19.4,0,8.2
2015/9/21,24.9,9.3,16.7,0,10.4
2015/9/22,25.7,10.8,17.4,0,9.6
2015/9/23,27.1,8.8,16.9,0,10.6
2015/9/24,22.8,10.3,16.5,0,3.6
2015/9/25,18.9,14,16.3,0.5,0.5
2015/9/26,20.1,15.3,17.6,4.5,0
2015/9/27,24.6,12.2,17.6,13.5,6
2015/9/28,22.8,7.4,14.4,0,5.9
2015/9/29,19.3,10.2,14.7,0,5.9
2015/9/30,20.4,5.7,13,0,10.5
2015/10/1,21.6,4.3,14.1,38,5.4
2015/10/2,19.4,13.2,16.8,35,5.4
2015/10/3,21.5,12.3,15.5,10.5,2.2
2015/10/4,16.5,6.4,11.8,0,4.5
2015/10/5,16.8,7.2,10.8,0,2.9
2015/10/6,19.8,3.2,11.1,0,10.2
2015/10/7,16.8,4.1,10.6,0,4.5
2015/10/8,16.5,9.2,13.1,0,0.4
2015/10/9,17.5,12.6,14.7,0,0.3
2015/10/10,21.2,9.6,15.6,0,6.6
2015/10/11,16.1,10.1,13.1,2.5,0
2015/10/12,16.1,10.4,12.6,3,1.1
2015/10/13,14.6,8.3,11.2,0.5,2.2
2015/10/14,12.5,4,8.8,0,2.3
2015/10/15,18.7,1.8,9.6,0,9
2015/10/16,19.1,2.3,9.7,0,10.1
2015/10/17,20.9,1,9.7,0,10.2
2015/10/18,21.5,7.7,12.8,0,6.8
2015/10/19,17.8,8.8,12.7,0,9.2
2015/10/20,17.4,3.1,11.8,0,5.7
2015/10/21,15.8,-0.3,7.7,0,9.9
2015/10/22,15.6,1.2,8.8,1.5,9.4
2015/10/23,16.7,-1.8,6.9,0,9.8
2015/10/24,17.8,7.1,12.1,6.5,1.4
2015/10/25,11.2,1.3,6.9,0,3.1
2015/10/26,14.2,1,7.1,0,8.2
2015/10/27,17.8,0.1,9.2,0,5.7
2015/10/28,17.9,2.5,12.1,1,3.6
2015/10/29,9.5,1,6.7,0,0
2015/10/30,11.3,3.5,7,1.5,1.5
2015/10/31,11,2.1,6.6,0,1.3
2015/11/1,14.7,-0.3,7.1,0,9.3
2015/11/2,8.6,-2.2,4,4.5,0.5
2015/11/3,16.6,1.1,7.6,0,4.9
2015/11/4,17.6,-1.1,6.6,0,9.1
2015/11/5,19.9,3.1,9.7,0,6.7
2015/11/6,19.2,0.6,10,0,7.1
2015/11/7,12.4,6.8,9.2,0,2.3
2015/11/8,11,6.8,9.1,11,0
2015/11/9,15.7,10.5,12.5,13.5,0.3
2015/11/10,16.2,3.7,11,2,2.2
2015/11/11,14,0.8,6.3,0,6.4
2015/11/12,12.1,-1.8,4.4,0,9.1
2015/11/13,13,-2.9,4.1,0,8.9
2015/11/14,11.8,4.6,9.3,6,0
2015/11/15,16.5,11.7,14.2,14,0
2015/11/16,16.4,6.4,11.1,0,4.7
2015/11/17,14.4,10.2,12.4,0,0.1
2015/11/18,12.9,5.1,9.5,1.5,2.9
2015/11/19,9.1,0.5,5.4,0.5,6
2015/11/20,11.1,0.8,4.2,0,2.6
2015/11/21,12,-0.9,5.5,1,4.6
2015/11/22,8.3,-2.8,3.1,0,2.8
2015/11/23,3.2,1.4,2.3,11.5,0
2015/11/24,12.9,2.6,5,4,2.2
2015/11/25,3.6,0.7,2.4,0.5,0
2015/11/26,6,0.5,3.6,11.5,0
2015/11/27,7,3.2,4.6,10,0.2
2015/11/28,7.4,1.9,4.6,0,6.6
2015/11/29,7.6,-0.3,3,0,7.7
2015/11/30,7.2,-2.2,3,9.5,2.7
2015/12/1,7,-2.7,2.9,0,4.6
2015/12/2,6.2,-5.4,1.7,0,5
2015/12/3,9.4,2.2,6.2,0.5,0
2015/12/4,3.1,-0.8,1.1,5,0.5
2015/12/5,7,0.5,3.1,1.5,6.1
2015/12/6,3.7,-1.1,1.4,0.5,7.1
2015/12/7,6,-4,1.1,0,8.6
2015/12/8,7,-6.8,-1.5,0,7
2015/12/9,8.8,-8.3,-0.9,0,8.6
2015/12/10,6.1,-4.8,0.2,1,1.1
2015/12/11,7.7,2.4,5,45,0
2015/12/12,9.4,-2.2,3.9,0,8.4
2015/12/13,5.8,-3.6,1.1,0,1.2
2015/12/14,9.4,-1.2,3,0,8.5
2015/12/15,9.4,0.3,6.2,2.5,0
2015/12/16,9.1,3.8,7.5,5,0
2015/12/17,4.3,-1,1.9,0,5.2
2015/12/18,5.6,-3.1,1.4,0,4.7
2015/12/19,3.1,0,1.5,0,1.5
2015/12/20,7.1,-3.3,1.6,0,6.5
2015/12/21,6.3,-1.6,1.9,1,0.2
2015/12/22,7,0.8,3.2,0,2.2
2015/12/23,5.7,-3.9,1.8,0,3.9
2015/12/24,11.5,-0.5,4.5,0,7.5
2015/12/25,6.9,-1.1,1.6,1.5,3.1
2015/12/26,2.8,-1.6,-0.1,3,4.7
2015/12/27,-0.6,-7.6,-3.5,0,6.7
2015/12/28,1.5,-6.3,-1.7,0,8.3
2015/12/29,1,-6,-2.1,0,6.4
2015/12/30,2.9,-9.4,-2.5,0,4.7
2015/12/31,3.1,-12.2,-4.6,0,4.4
2016/1/1,3.4,-7.8,-1.5,0,2.6
2016/1/2,6.3,-2,2.5,0,1.3
2016/1/3,7.3,3,5,0,1.5
2016/1/4,3.9,-0.4,1.7,2,0
2016/1/5,2.6,-1.8,0.1,0,5.9
2016/1/6,2.5,-3.2,0.2,0,1.1
2016/1/7,3,-2.1,0.1,0,3.8
2016/1/8,3.1,-1.4,0.2,0,1.7
2016/1/9,2.7,-2.5,-0.6,0,4.8
2016/1/10,3.3,-3.5,-0.9,0,4.6
2016/1/11,0.1,-5.1,-2.9,0,6.4
2016/1/12,0.7,-6.2,-2.4,0,5.1
2016/1/13,2.5,-7.4,-1.7,2,5.5
2016/1/14,1.2,-5.3,-1.7,0,5.5
2016/1/15,-0.2,-12.1,-6.7,0,4
2016/1/16,0.1,-11.3,-4.9,0,5.4
2016/1/17,1.7,-6.6,-3,0,7.5
2016/1/18,1.3,-6.3,-2,12.5,0
2016/1/19,1.3,-1.5,-0.3,1,1.1
2016/1/20,2.4,-6.3,-1.7,0,3.6
2016/1/21,2.7,-7.7,-2.5,0,6.4
2016/1/22,0.9,-6.1,-2.9,0,6.1
2016/1/23,0.1,-9.7,-4.1,0,0.8
2016/1/24,1.2,-9.2,-4.2,0,4.1
2016/1/25,0.7,-9.7,-3.7,0.5,6.9
2016/1/26,3.2,-7.8,-0.3,0.5,2.1
2016/1/27,3.5,-3.7,1,3,4.7
2016/1/28,4.7,-6.5,0.6,0,6.1
2016/1/29,0.1,-11.1,-4.7,0,0.5
2016/1/30,1.3,-4.8,-2.6,0,5.8
2016/1/31,1.8,-5.3,-1.6,0,5.8
2016/2/1,0,-6.9,-3.7,0,7.8
2016/2/2,-0.7,-8.5,-4.9,0,1.3
2016/2/3,2.6,-7.6,-2.7,0,7.5
2016/2/4,2.8,-11.7,-2.8,0.5,6.7
2016/2/5,3.9,-2.5,0.4,0,3.6
2016/2/6,2.2,-9.6,-2.8,0,4.5
2016/2/7,1,-12.8,-5.2,0,8.9
2016/2/8,1.8,-5.6,-1.9,0,4
2016/2/9,3.9,-1.5,0.6,2.5,2.5
2016/2/10,1.8,-6.7,-1.8,0,2.9
2016/2/11,3.8,-7.9,-1.4,0,8.6
2016/2/12,4.6,-11.7,-2,0,8.9
2016/2/13,6.9,-0.3,3.4,0,1.5
2016/2/14,12,3,6.1,15.5,0.7
2016/2/15,5.2,-5.8,-1.3,0,0.5
2016/2/16,-0.1,-6.7,-2.9,0,3.7
2016/2/17,1.5,-4.4,-1.9,0,2.5
2016/2/18,4.4,-3.7,-0.2,0,0.9
2016/2/19,4.4,0.2,2.1,2,0.1
2016/2/20,4.4,1,2.9,13.5,0
2016/2/21,6.1,-1.3,1.9,1,1.4
2016/2/22,3,-2.7,-0.5,0,2.2
2016/2/23,3.2,-3,0,1,0.3
2016/2/24,0.4,-5.4,-2.9,0,4.3
2016/2/25,1.6,-5.7,-3,0,4.7
2016/2/26,2.7,-8,-2.5,0.5,7.6
2016/2/27,3.1,-6.7,-1.7,4.5,5.9
2016/2/28,3.1,-5.7,-1.1,1,6.4
2016/2/29,5.2,-0.8,2.2,2,0
2016/3/1,1.4,-4,-1.8,0,4
2016/3/2,2.1,-6,-1.7,0,4.3
2016/3/3,5.1,-5.3,0,7.5,0.4
2016/3/4,5.6,-8.5,-0.9,0,9.7
2016/3/5,7.1,-6.7,1.1,0,10.3
2016/3/6,7.9,2.6,4.9,1,0
2016/3/7,13.8,2.9,8.4,2,7.7
2016/3/8,11.2,2.6,6.2,0.5,1.8
2016/3/9,5.8,-2.5,1.8,0,3.8
2016/3/10,3.9,-4.9,-0.4,0,5.3
2016/3/11,4.1,-4.1,-0.6,0,4.5
2016/3/12,5.3,-7.4,-1.1,0,8.1
2016/3/13,7.3,-7.9,1,0,6.9
2016/3/14,11.7,-1.9,4.4,0,7.9
2016/3/15,7.6,-0.8,2.8,0,7
2016/3/16,10.9,0.6,6.2,0,7.1
2016/3/17,16.2,0.7,9.7,0,10.8
2016/3/18,18.5,-0.1,10,0,5.2
2016/3/19,13.5,4.7,9.9,0,1.4
2016/3/20,9.7,0.4,4.8,0,3.5
2016/3/21,7.8,-4.1,1.9,0,4.6
2016/3/22,9.9,-2.1,3.6,4.5,1.1
2016/3/23,5.7,-1.2,2.4,0,0
2016/3/24,6,-3.8,0.6,0,0.7
2016/3/25,8,-3.9,1,0,6
2016/3/26,10.1,-3.2,2.9,0,7.1
2016/3/27,12.5,-6.6,2.8,0,11.1
2016/3/28,14.2,-4.8,4.4,0,10.5
2016/3/29,15.8,-4.2,6.6,0,10.8
2016/3/30,16.2,1.8,7.4,2,5.1
2016/3/31,13.1,-0.7,5.8,0.5,9.4
2016/4/1,13.2,-2.4,5,0,11.6
2016/4/2,9.5,-1.6,5.2,0,0
2016/4/3,12.5,5.5,9.2,5,0
2016/4/4,8.5,-1.6,3.7,19.5,0.6
2016/4/5,15.1,-3.9,6.4,0,12.2
2016/4/6,14.6,-0.3,8.4,0,12.2
2016/4/7,8.3,-1.5,4.5,26,0
2016/4/8,13.9,2.6,9.6,0,1.6
2016/4/9,16.6,0.3,9.3,0,10.4
2016/4/10,13.9,0.9,6.7,0,3.8
2016/4/11,7.2,-1.7,1.8,1,4.2
2016/4/12,10.8,-4.9,4.3,0,10.2
2016/4/13,13.6,2.6,8.9,3.5,2.8
2016/4/14,19.7,10.1,14.3,2.5,3.4
2016/4/15,12.1,2.7,7.4,0,3.3
2016/4/16,14.9,-1.2,8.1,0,6.3
2016/4/17,14.1,5.5,10.3,26,0
2016/4/18,15.2,9.5,11.7,0,7.3
2016/4/19,13.5,2.8,9.4,0,6.4
2016/4/20,15,2.7,9.4,0,3.6
2016/4/21,19.5,6.3,12.9,0,0.4
2016/4/22,18.1,7,13.1,1,2.6
2016/4/23,18.1,6.9,12.7,0,2.3
2016/4/24,19.9,3.3,11.7,0,11.6
2016/4/25,20.9,-0.7,10.6,0,12.4
2016/4/26,20.2,3,11.5,0,6.3
2016/4/27,19.4,1.3,10.3,0,9.2
2016/4/28,11,7.2,8.7,26.5,0
2016/4/29,10.7,4,6.8,6.5,2.8
2016/4/30,13.8,2.3,7.5,0,7.9
2016/5/1,8.5,2.5,5.6,4.5,0.4
2016/5/2,15.2,2,8.8,0,0.5
2016/5/3,21.5,10.4,15.6,0,4.4
2016/5/4,18.2,11.8,15,6,3.2
2016/5/5,15.2,11,13.4,1.5,1.6
2016/5/6,18.7,9.2,14.7,0,3.6
2016/5/7,19,12.6,14.7,5.5,4.6
2016/5/8,20.8,4.1,14.3,0,11.6
2016/5/9,23.3,0.2,13.4,0,12.8
2016/5/10,17.3,11.4,13.3,8.5,0
2016/5/11,14.7,11.2,12.7,17,0
2016/5/12,19.9,9.5,13.8,0,10.2
2016/5/13,26.2,5.8,16.7,0,12.4
2016/5/14,22.1,7.9,15.7,0,12
2016/5/15,22.6,3.1,13.8,0,13.4
2016/5/16,21.9,8.9,15.7,0,10.8
2016/5/17,19.1,9.7,14.8,5.5,4.5
2016/5/18,26.1,6.9,16.5,0,12.3
2016/5/19,25.8,7.2,16.6,0,12.7
2016/5/20,25.3,7.9,16.5,0,11.6
2016/5/21,27.2,10.1,18.4,0,9.4
2016/5/22,31.3,11.6,21.3,0,12.8
2016/5/23,30.2,8.5,19.4,0,11.9
2016/5/24,25.4,11.1,19,0,4
2016/5/25,21.2,15.9,18.3,1,0.2
2016/5/26,25.4,17.2,20.4,20.5,5.1
2016/5/27,23.9,11.9,18,3.5,4.8
2016/5/28,27.5,8.7,17.8,0,12.8
2016/5/29,26.1,7.4,18,0,9.2
2016/5/30,25.6,15.1,19.7,0,7.2
2016/5/31,23.9,12.8,17.8,12,4.8
2016/6/1,15.3,11.4,13.1,0,0.7
2016/6/2,16.3,7.4,12.1,0.5,4
2016/6/3,18.7,4.8,12.7,0,5.3
2016/6/4,22.8,9.1,17.3,0,7.9
2016/6/5,25.8,12.1,18.7,0,8.1
2016/6/6,25.9,7.9,17.4,0,11.1
2016/6/7,23.8,11.4,18.2,0,10.3
2016/6/8,23.1,16.3,19.7,0,1.2
2016/6/9,21.6,16.7,18.7,17,0
2016/6/10,27,14.2,20.5,0,12.8
2016/6/11,29.7,10.9,21,0,13.3
2016/6/12,28.5,13.7,21.4,0,7.7
2016/6/13,20.3,16,18,3,0
2016/6/14,20.8,16.1,18.1,1,0.2
2016/6/15,20.5,15.5,17.7,0.5,0.5
2016/6/16,19.5,15.3,17.7,27,0
2016/6/17,24.2,18,19.8,5.5,1.4
2016/6/18,24.4,15.1,20.1,0,4.6
2016/6/19,25,13.4,19.9,0,7.9
2016/6/20,24.1,18.1,20.3,12,3
2016/6/21,26.7,14.9,20.2,9,7.2
2016/6/22,23.9,16.9,19.6,0,2.7
2016/6/23,18.5,14.8,15.6,37.5,0
2016/6/24,22.9,14.7,18.7,0,1.2
2016/6/25,23.9,17.9,20.9,19,0.5
2016/6/26,21.1,14.8,17.9,0.5,4.5
2016/6/27,22,12.1,17.8,0,3.1
2016/6/28,21.8,15.2,18.6,0,0.4
2016/6/29,28.4,15.8,22.1,0,11.8
2016/6/30,23.7,18.4,20.5,0,1.3
2016/7/1,28.1,18.7,23.1,0,8.1
2016/7/2,24.7,20.2,22.5,15.5,0.2
2016/7/3,26.7,21,22.8,0,3.4
2016/7/4,29.6,16.7,22.6,0,6.2
2016/7/5,22.1,15.1,18.7,0,2.6
2016/7/6,19.9,15.3,17.4,19,0
2016/7/7,23.1,14.6,18.6,0,2.9
2016/7/8,26.1,16.7,21.1,0,8.2
2016/7/9,25.9,19.6,21.9,0,1.8
2016/7/10,24.8,17.5,21.6,0,1.4
2016/7/11,28.2,16.3,21.5,0,11.5
2016/7/12,29.6,13.7,21.8,0,11.7
2016/7/13,28.3,17.6,23.4,0,12
2016/7/14,22.8,18.2,20.9,37.5,0
2016/7/15,25.5,17.6,19.7,1,3.4
2016/7/16,23.8,17.6,20.7,0.5,0
2016/7/17,22.9,19.4,21.2,7,0.1
2016/7/18,27.1,18.8,23.4,0,6.2
2016/7/19,27,17.6,22,0,3.4
2016/7/20,26.5,18.7,21.8,0,3.2
2016/7/21,25.9,15.3,20.5,0,3.7
2016/7/22,28.3,14.6,20.4,0,10.9
2016/7/23,27.8,14.3,20.3,0,4.8
