年月日,最高気温(℃),最低気温(℃),平均気温(℃),降水量の合計(mm),日照時間(時間)
2011/3/17,2.7,-7.4,-2.8,0,7.2
2011/3/18,4.8,-7.7,-1.3,0,8.9
2011/3/19,8,-0.9,3.7,0,3.9
2011/3/20,10.7,2,5.8,6.5,5.5
2011/3/21,7.6,-2.3,3.4,0,2.1
2011/3/22,7.2,-3.9,1.6,0,5.3
2011/3/23,4.6,-4.6,0,0,7.8
2011/3/24,4.6,-4.8,-0.9,1,5.7
2011/3/25,5.8,-7.4,-0.2,0,7.5
2011/3/26,2.8,-5.3,-0.3,7,0.8
2011/3/27,4.5,-8.5,-2.2,0.5,5.8
2011/3/28,8.2,-4.9,1,0,8.7
2011/3/29,7.6,-0.1,3.3,0,2.6
2011/3/30,9.2,-1.1,3.1,0,7
2011/3/31,10.7,-2.1,3.8,0,3.3
2011/4/1,11.7,0.7,6,0,8.3
2011/4/2,8.4,-0.5,4.7,0,9.8
2011/4/3,7.8,-0.7,2.3,0,3
2011/4/4,7.2,-3.6,1.4,0,7.8
2011/4/5,15.9,-6.6,4.8,0,12.1
2011/4/6,18.6,-3.6,7.3,0,12.2
2011/4/7,16.4,-3.4,7.3,0,1.1
2011/4/8,12,1.1,8.9,6,0.1
2011/4/9,7.6,-0.5,3.9,5.5,0
2011/4/10,13.4,-1.4,6.8,0,10
2011/4/11,8.6,1.4,5.4,0.5,0
2011/4/12,10.2,-1.1,4.5,0,6.4
2011/4/13,16.1,2.2,8.5,0,6.6
2011/4/14,17.6,6.7,11.9,0,11
2011/4/15,23.6,5.1,14,0,6.3
2011/4/16,15,5.2,9.4,10.5,1.8
2011/4/17,13.1,-1.4,6.4,0,9.8
2011/4/18,17.4,-3.4,6.7,0,12.4
2011/4/19,6.9,0,2.6,7.5,0
2011/4/20,6.6,-1.1,2.7,2,4.9
2011/4/21,10.8,-1.1,5.6,0,2.6
2011/4/22,9.9,5.7,8,0,0
2011/4/23,14.4,7.7,10.3,40.5,0
2011/4/24,12.3,6.5,8.7,7.5,4.6
2011/4/25,13.6,5.1,7.9,2.5,5.1
2011/4/26,13.3,4.2,9.5,0.5,6.3
2011/4/27,13.8,7.8,10.3,8,0
2011/4/28,14.1,4,10.3,25,3.3
2011/4/29,12.4,4,7.8,4,5.2
2011/4/30,15,4.5,10.2,4,3.9
2011/5/1,15.5,10,12.8,13,0
2011/5/2,12.1,7.3,9.5,2.5,3.1
2011/5/3,17.6,3.5,11.9,0,6.9
2011/5/4,15.8,8.1,11.4,0.5,7.5
2011/5/5,15.8,5.9,10.6,0,5.1
2011/5/6,13.9,7.4,10.1,0,4.6
2011/5/7,19.2,8.6,13.8,7,0.3
2011/5/8,16.2,9.3,13.3,6,4.8
2011/5/9,17.9,8.2,13.7,3,8.1
2011/5/10,20.8,10.4,14.5,4.5,6.9
2011/5/11,21,7.3,14,0,2.8
2011/5/12,21.3,5.4,13.9,5.5,10.3
2011/5/13,15.7,9.7,12.7,17,1.5
2011/5/14,16,9.7,12.6,10.5,3.7
2011/5/15,20.2,9.5,14.2,0.5,9
2011/5/16,23.6,8.6,16.2,0,11.3
2011/5/17,19.5,7.3,14.5,1.5,8.2
2011/5/18,22.4,3.6,13.4,0,12.2
2011/5/19,24.8,9.8,17.3,0,7.1
2011/5/20,21.7,15.3,19,0,3.4
2011/5/21,18.7,15.5,16.9,2.5,0
2011/5/22,15.8,6.4,12,11.5,0.3
2011/5/23,20.9,4.6,12.9,0,7.2
2011/5/24,18.6,8.7,14.3,0,5.5
2011/5/25,21.2,8.7,14.7,0,9.1
2011/5/26,22.1,5.4,14.6,0,12.3
2011/5/27,22.3,12.4,16.4,0,3.7
2011/5/28,17.3,14.3,16,6,0
2011/5/29,17.5,11.5,14.6,5,0
2011/5/30,13.2,5.9,10.4,7.5,0
2011/5/31,15.8,5.5,9.5,0,7.6
2011/6/1,16.7,5.2,11.2,0,8
2011/6/2,14.4,9.4,12.2,3,0.2
2011/6/3,22.2,11.1,16.5,0.5,7.3
2011/6/4,23.9,9.2,17.6,0.5,6.8
2011/6/5,23.4,11.7,18.4,0,9.2
2011/6/6,26,9.1,17.6,0,10.6
2011/6/7,28.7,12.6,21.3,0,11.9
2011/6/8,26.6,13.3,20.3,0,8.8
2011/6/9,25.1,15.8,19.2,3.5,9.2
2011/6/10,24.7,15.8,19.9,2,6.5
2011/6/11,24.8,16.6,19.9,0.5,3.4
2011/6/12,24.7,13.4,19.5,0,11.4
2011/6/13,26.5,12.4,18.2,4,7.3
2011/6/14,22,13.3,17.8,0.5,5.2
2011/6/15,20.4,9.6,14.9,0,2.3
2011/6/16,25,7.5,17.5,0,13.6
2011/6/17,21.8,16.2,18.9,0,4.1
2011/6/18,22.4,14.3,18.1,12,0.7
2011/6/19,28.6,11.7,20.2,0,11.8
2011/6/20,30.4,12.7,22,0,11.4
2011/6/21,24.6,15.8,20.4,3,2
2011/6/22,27,20.8,23.5,0,7.6
2011/6/23,24.1,19.5,21.7,18.5,0
2011/6/24,23.6,16.8,21.3,27.5,0.3
2011/6/25,24.4,14.7,18.5,0,5.7
2011/6/26,22.2,14.1,17.7,0,0.5
2011/6/27,18.8,16.2,17.7,37,0
2011/6/28,27.4,18.3,22.5,7.5,6.1
2011/6/29,26.8,19.7,23.3,0,4.8
2011/6/30,26.4,19.9,22.8,21,0.7
2011/7/1,27.9,19,22.9,0.5,4.1
2011/7/2,30,17.2,23.8,0,9.5
2011/7/3,28,21.9,24.1,3.5,1.5
2011/7/4,24.5,21.2,22.9,17.5,0
2011/7/5,26.8,20.7,23.1,0,8.9
2011/7/6,27.4,19.6,22.9,0,7.5
2011/7/7,28.8,18,24,0,6.1
2011/7/8,27.1,21.6,24.7,1,0.3
2011/7/9,32.3,24.8,28.2,0,6.3
2011/7/10,31.7,23.3,27,0,4.3
2011/7/11,32.8,20.8,26.9,0,12.6
2011/7/12,32.7,23,25.7,27.5,4.3
2011/7/13,31.2,22.1,24.6,10.5,3.1
2011/7/14,29.1,21.2,25.5,0,1
2011/7/15,28.2,23.1,24.9,1.5,0
2011/7/16,31.8,22.8,26.3,0,5.8
2011/7/17,33.1,19.8,26.1,0,9.6
2011/7/18,33.9,19.9,26.1,0,11
2011/7/19,28.7,21.8,25,0,1.9
2011/7/20,25.5,16.2,21,0,3.6
2011/7/21,24.4,13.7,18.4,0,11.2
2011/7/22,22.7,11.7,17.5,0,11.1
2011/7/23,26.8,13.4,20.4,0,9.3
2011/7/24,27,18.4,22,10,3.7
2011/7/25,29.4,20.5,24,0,6.3
2011/7/26,29.3,19.5,23.6,0.5,3.1
2011/7/27,27.5,21.7,23.7,11,2.4
2011/7/28,28.2,21.7,24.2,21.5,0.6
2011/7/29,26.3,21.8,23.1,14.5,0
2011/7/30,28.1,18.7,23.4,10,2.7
2011/7/31,26.9,18.4,21.3,0.5,1.9
2011/8/1,22.2,18,19.9,0,0
2011/8/2,21.9,18.4,20,0,0
2011/8/3,26.8,20.1,23,0,3.4
2011/8/4,28.9,21.4,24.8,0,7.6
2011/8/5,29.5,22.7,25.7,0.5,10.2
2011/8/6,33.1,22.5,27.3,0,8.3
2011/8/7,32.1,22,27,0,7.7
2011/8/8,32.9,23.2,26.7,0,5.9
2011/8/9,32.5,23,26.8,0,6.4
2011/8/10,30.1,22.3,26,6,3.1
2011/8/11,29.9,24.4,26.6,0,4.7
2011/8/12,29.6,20.1,25.3,0,5.2
2011/8/13,30.9,17.8,24.9,0,7.3
2011/8/14,31.6,21.8,26.9,0,10.4
2011/8/15,30.8,23.8,26.6,0,3.5
2011/8/16,27.5,23.1,24.6,4.5,1
2011/8/17,28.8,23.1,25,19.5,0.3
2011/8/18,25,19.2,22,45.5,0
2011/8/19,26.9,19.2,21.6,3,3
2011/8/20,27.2,18.6,22,43.5,6.2
2011/8/21,24.6,17.7,20.1,0.5,0.6
2011/8/22,20.3,17.2,18.8,7,0
2011/8/23,22.9,18.5,20.6,8,0
2011/8/24,24.5,20.8,22.1,14,0
2011/8/25,26.1,20.3,22.8,0,0
2011/8/26,29,18.6,23.2,0,10.7
2011/8/27,28.5,17.8,22.9,0,11.1
2011/8/28,28.8,17,22.6,0,11.7
2011/8/29,27.7,16,21.9,0,8.7
2011/8/30,27.4,17.7,22.5,0,7.5
2011/8/31,24.5,18.9,22.1,35.5,0
2011/9/1,25.1,20.3,23.1,6,0
2011/9/2,27.9,23.7,25.1,12.5,0.6
2011/9/3,28.7,23.8,25.4,2,1.1
2011/9/4,29.4,19.6,24.7,0,5.9
2011/9/5,27.8,18.6,23.6,32,4.9
2011/9/6,25.1,14.5,20,11.5,3
2011/9/7,24.8,15.8,19.3,0,4.9
2011/9/8,24.8,17.9,21.3,0,1.6
2011/9/9,29.4,18.2,23.4,0,10.9
2011/9/10,25.5,17.7,21,7.5,0.2
2011/9/11,22.4,17.5,19.7,0,0.2
2011/9/12,26.4,20,21.9,23.5,1.5
2011/9/13,22.9,19.3,20.9,26.5,0
2011/9/14,27.3,19,22.1,1.5,3.6
2011/9/15,29,20.8,23.9,0,6.3
2011/9/16,29.9,22.5,25.4,0,8.5
2011/9/17,25.6,23.1,23.9,10.5,0
2011/9/18,26.6,18.6,23.4,28,0
2011/9/19,18.7,13.7,15.7,6,0
2011/9/20,13.8,12.4,13.1,28,0
2011/9/21,16,12.5,14.4,88.5,0
2011/9/22,19.9,12.9,16.1,8.5,1.1
2011/9/23,20.6,11.8,14.6,1.5,3.8
2011/9/24,20.4,8.8,13.9,0,7.8
2011/9/25,20.9,6.4,13.8,0,8.8
2011/9/26,21.3,10.7,15.4,0,7.6
2011/9/27,24.2,8.2,15.5,0,10.4
2011/9/28,24.5,6.2,14.6,0,9.6
2011/9/29,23.3,8.5,15.3,0,6.4
2011/9/30,20.3,13,16.7,9,0.1
2011/10/1,17.4,6.3,12.1,0.5,6.2
2011/10/2,16.6,4.8,9.6,0,3.1
2011/10/3,12.3,3.4,7.9,1.5,1
2011/10/4,17,2.2,8.9,0,3.8
2011/10/5,17.5,3.8,11.5,6,3.8
2011/10/6,17.4,12.9,14.4,25,0.1
2011/10/7,18.1,6,13.1,2.5,2.5
2011/10/8,18.1,3.7,10.1,0,4.1
2011/10/9,19,6.4,11.1,0,6
2011/10/10,21.8,10.8,15.1,0.5,4.2
2011/10/11,19.7,4.7,12.2,0,6.6
2011/10/12,17.4,3.8,10.9,0,2.5
2011/10/13,18.6,5.4,11,0,2.8
2011/10/14,20.9,2.8,12.7,4,7.5
2011/10/15,20.5,15.7,17.9,36.5,0
2011/10/16,21,14.1,16.9,8,5.2
2011/10/17,18.2,10.9,14.6,3.5,1.5
2011/10/18,14.8,4.5,10.6,0,8
2011/10/19,17.9,0.5,8.5,0,10
2011/10/20,19,2.2,9.7,0,7.5
2011/10/21,20.3,5.1,13.2,0,7.3
2011/10/22,19.4,13.4,17.2,1,0
2011/10/23,24.5,11.8,18.1,2.5,2.6
2011/10/24,16.5,6.1,12,1,1
2011/10/25,16.1,7.5,12.4,2,0
2011/10/26,12.5,2.6,8.3,0.5,2.7
2011/10/27,15.5,1.3,7.4,0,9.2
2011/10/28,16.1,-0.7,7.7,0,6.8
2011/10/29,18.4,2.3,9.6,0,8.8
2011/10/30,14.4,2.3,9,1,0.5
2011/10/31,16.7,5,11.3,1,2.3
2011/11/1,17.8,0.7,8,0,8.3
2011/11/2,18.7,4.9,13.2,0,6
2011/11/3,18.8,5.3,12.7,1.5,3.9
2011/11/4,18.4,2.6,8.9,0,7.6
2011/11/5,15.8,0.1,9.1,0,3.3
2011/11/6,13,11.5,12.1,6,0
2011/11/7,16.2,4.6,11.2,3.5,3.5
2011/11/8,15,3.3,7.9,0,6.3
2011/11/9,12.5,-0.6,6.4,0,4
2011/11/10,13.5,-2.3,4.1,0,9.1
2011/11/11,11.8,-3.8,5.5,0,4.6
2011/11/12,18.4,5.8,11.1,0,6.7
2011/11/13,14.3,5,10.7,2,0.7
2011/11/14,12.4,4.5,7.8,0.5,2.5
2011/11/15,8.8,0.3,4.6,1.5,6.3
2011/11/16,5.2,-2.3,1.9,1,0.2
2011/11/17,6.5,-3.5,2,0,3.1
2011/11/18,10.3,-5.1,3.1,0,8.9
2011/11/19,11.3,5.5,8.3,10,0
2011/11/20,15.8,2.6,9.6,1,4.5
2011/11/21,4,-1.1,1,1,0
2011/11/22,6.8,-1.2,2.9,0,7
2011/11/23,8.7,-0.9,4.4,0,2.9
2011/11/24,9.4,0.1,5.1,10,0.1
2011/11/25,5.2,-0.3,2.1,0,6.7
2011/11/26,8.7,0.3,3.8,0,6
2011/11/27,12.9,0.9,7.2,2.5,0.1
2011/11/28,10.5,7.9,9.3,0.5,0
2011/11/29,11.1,5.5,8.3,2.5,0
2011/11/30,7.5,0.8,3.4,0.5,0
2011/12/1,3.4,-1.5,0.4,0,3.5
2011/12/2,5.5,-1.5,0.8,0,6.8
2011/12/3,7.8,-0.3,4.6,22,0
2011/12/4,9.7,1.8,6,8.5,5
2011/12/5,3.6,-1.3,0.9,0.5,3
2011/12/6,6.1,-1,2.6,0,2.9
2011/12/7,6.7,-1.5,2.3,0,3
2011/12/8,5.2,-3.7,0.4,0,4.5
2011/12/9,0.8,-5.9,-3,0,0.8
2011/12/10,3.4,-6.2,-1.4,0,4.1
2011/12/11,3.3,-1.1,0.8,1,2.3
2011/12/12,3.9,-1.2,1.4,0,2.5
2011/12/13,5.1,-4.3,0.7,0,7.1
2011/12/14,5.6,-5.4,0.4,0.5,4.3
2011/12/15,4,-1.2,1.5,4,0.3
2011/12/16,-0.6,-4.3,-2.5,0,2.6
2011/12/17,0,-6.6,-2.4,0,2.5
2011/12/18,2,-2.6,-1.1,0,2.2
2011/12/19,1.9,-3.3,-1.4,0,2.5
2011/12/20,0.9,-4.7,-3,0,3.7
2011/12/21,1.6,-8,-2.7,0,5.8
2011/12/22,1.6,-4.9,-1.3,7.5,0
2011/12/23,0.3,-3.6,-2.2,1,1.1
2011/12/24,-0.7,-4.9,-2.9,0,3.6
2011/12/25,-0.7,-6.7,-4.2,0,4.6
2011/12/26,1.4,-7.9,-3,0,2.7
2011/12/27,1.3,-6.5,-2.5,0,4.8
2011/12/28,1.7,-4.4,-1.2,0,2.4
2011/12/29,-0.7,-5.5,-2.1,0,0
2011/12/30,2.1,-6.3,-2.2,1,3.5
2011/12/31,3.9,-10.3,-2.3,0,7.6
2012/1/1,0.9,-13.1,-5.3,3,0.8
