年月日,最高気温(℃),最低気温(℃),平均気温(℃),降水量の合計(mm),日照時間(時間)
2008/2/28,1.7,-7.5,-1.9,0,1.5
2008/2/29,4.5,0.2,2,10,0.9
2008/3/1,4,-2.7,0.4,3,5.5
2008/3/2,3.8,-3.2,0.5,0,8
2008/3/3,2.4,-3.1,-0.2,2,0
2008/3/4,3.7,-2.7,-0.2,2,4.4
2008/3/5,3.9,-6.6,-1,0,6
2008/3/6,3.9,-5.3,-0.6,0,5.9
2008/3/7,3.5,-6,-1.9,0,5
2008/3/8,6.1,-5,2,0,10.2
2008/3/9,6.6,-3.4,3.7,0,10.2
2008/3/10,11.6,-1,5.1,0,10
2008/3/11,9.6,-0.3,5.3,0,2.5
2008/3/12,8.1,-1.9,3,0,10.3
2008/3/13,8.2,-1.4,3.8,0,8.3
2008/3/14,8.3,4.8,6.8,28,0
2008/3/15,9.5,2.1,6.4,1,2.5
2008/3/16,12.3,-1,5.5,1,6.4
2008/3/17,8.2,1.3,5.1,0,1.2
2008/3/18,11.9,-2.7,4.4,0,10.6
2008/3/19,11.5,1.1,6.6,0,6
2008/3/20,10.9,2.8,5.7,0,0.9
2008/3/21,11.6,-0.2,4.9,0,6.4
2008/3/22,15.7,-3.1,6,0,11
2008/3/23,18.5,-2,8,0,9.9
2008/3/24,7.2,3,4.9,0,0
2008/3/25,16.1,4.3,9.8,0,10.6
2008/3/26,8.1,2.3,5.3,6.5,0
2008/3/27,11.1,-0.5,6.1,0,3.4
2008/3/28,8.1,-2.4,2.9,2,2.9
2008/3/29,6.1,-1.5,2.7,0,1.2
2008/3/30,9.2,-1.6,4,0,7.7
2008/3/31,5.8,0.5,2.5,0.5,0.4
2008/4/1,8,0.5,4.2,0,4.4
2008/4/2,14.7,1.4,7.9,0,10.2
2008/4/3,10.3,2.3,5.9,2.5,2.5
2008/4/4,12.4,4.4,7.4,0,8.7
2008/4/5,12.4,-0.5,6.5,0,7.6
2008/4/6,15,-3.3,5.7,0,10.6
2008/4/7,17.6,-2.4,7.9,0,9.2
2008/4/8,15.3,4.2,9.6,0,1.2
2008/4/9,14.8,2.7,8.8,0,5.4
2008/4/10,13.2,5.4,9.1,0.5,0.5
2008/4/11,8.2,3.4,6,6,0.3
2008/4/12,10.5,-0.3,5.7,0,0.8
2008/4/13,12.2,-2.4,5.2,0,9.7
2008/4/14,10.4,4.9,7,3,0
2008/4/15,17.7,3.2,9.5,0,11.2
2008/4/16,23.9,-0.3,11.7,0,11.5
2008/4/17,24,3.2,14.1,0,9.4
2008/4/18,13.7,7.5,9.7,1,0
2008/4/19,13.1,7.8,10.4,0.5,0
2008/4/20,19.9,6.2,12.3,0,11.1
2008/4/21,18.3,5.6,11.6,0,11.5
2008/4/22,22.2,1.9,12.5,0,10.8
2008/4/23,22.5,1.1,12.6,0,9.4
2008/4/24,12.3,8.8,10.5,16,0
2008/4/25,13.1,0.8,8.7,3,4.9
2008/4/26,15.7,-1.8,7.2,3,9.4
2008/4/27,14.5,5.9,9.1,2.5,4.1
2008/4/28,10.6,4.8,7.6,2,4
2008/4/29,18.6,-1.1,9.9,0,8.6
2008/4/30,22.6,4.6,15.7,0,8
2008/5/1,26.5,10.9,19.2,0,8.1
2008/5/2,26.8,10.3,18.3,0,11
2008/5/3,28.1,13.6,19.8,0,10.7
2008/5/4,24.5,11.6,17.9,0,10.7
2008/5/5,18.5,13,15.9,8,0
2008/5/6,17.5,8.2,13.8,0,9.2
2008/5/7,19.9,7.7,14.6,0,9.4
2008/5/8,18.7,5.6,11.6,0,3.8
2008/5/9,16.2,4.2,9.8,0,5
2008/5/10,14.5,2.4,8.2,0,3.3
2008/5/11,9.5,5.3,7.1,2.5,0.1
2008/5/12,17.8,0.9,9.9,0,12.6
2008/5/13,15.9,3.3,9.9,0,7.3
2008/5/14,11,5.8,9.2,0.5,0.7
2008/5/15,14.2,4.3,10.6,2.5,0.8
2008/5/16,21.3,2.1,11.7,0,9.6
2008/5/17,19.5,8,13.3,0,4.2
2008/5/18,22.2,5.1,14.7,0,11.9
2008/5/19,19.9,12.3,16.5,0,1.1
2008/5/20,17,11.9,14.4,20,0.4
2008/5/21,19,10.6,14,0,2.9
2008/5/22,23.6,8,16.2,0,10.8
2008/5/23,24.8,13.3,18.8,0,10.3
2008/5/24,23.7,11.4,18.4,0,0.6
2008/5/25,19.1,13.9,15.9,9.5,0
2008/5/26,20,12.2,14.6,4.5,3.3
2008/5/27,19.2,8.7,14.3,0,7.1
2008/5/28,18.7,5.9,12.6,0,5.4
2008/5/29,13.9,9,11,0,0.2
2008/5/30,17.8,7.8,12.5,0,8.5
2008/5/31,13.3,8.2,10.6,3.5,0
2008/6/1,16.8,10.2,13.2,2,0.5
2008/6/2,19.5,9.9,13.8,0,4.9
2008/6/3,19.3,10.8,15.4,0,0
2008/6/4,22.4,13.7,17.6,0,5.8
2008/6/5,22.5,14.1,17.5,0,7.8
2008/6/6,20.7,14.5,16.6,17,1
2008/6/7,19.6,13.7,16.8,0,0.8
2008/6/8,25.8,10.2,18.8,0,9.9
2008/6/9,26.4,11.8,19.3,0,7.8
2008/6/10,26.9,12.3,19.1,0,9.9
2008/6/11,24.4,10.5,17.7,0,4.8
2008/6/12,24,7.4,16.9,0,9.5
2008/6/13,22.7,11.9,17.2,0,4.5
2008/6/14,16.3,9.4,14,4,0.5
2008/6/15,21,7.7,14.2,0,3.8
2008/6/16,22.9,9.8,15.7,2,3.3
2008/6/17,24.1,10.3,17.5,0,8.7
2008/6/18,27.2,12.5,19.5,0,10.7
2008/6/19,24.2,15.3,19.3,5.5,0
2008/6/20,27.7,18.7,22.4,1,7.6
2008/6/21,29.9,17.7,22.3,0,7.4
2008/6/22,19.3,11.9,15.1,0,3
2008/6/23,18.5,11.6,14.5,0.5,0
2008/6/24,16.2,11.6,13.6,9,0.2
2008/6/25,20.7,11.8,15.9,0,0.1
2008/6/26,24.1,10.9,17.3,0,4.6
2008/6/27,25.6,12.6,19.5,0,5.3
2008/6/28,28,16.3,21.6,0,8.2
2008/6/29,22.9,14.2,18.5,3,0
2008/6/30,21.9,13.1,15.9,0,2.7
2008/7/1,25,13.8,18.9,0,9.2
2008/7/2,27.7,14.2,20.1,0,8.8
2008/7/3,24.6,16.9,20.7,0.5,0.3
2008/7/4,25.1,19.5,21.5,30.5,0.3
2008/7/5,28.5,21,24.5,0,4.5
2008/7/6,31,17.7,24.2,0,2.2
2008/7/7,29.3,20.4,24.6,0,6.2
2008/7/8,25.2,19.5,22.3,0,4.6
2008/7/9,25.3,19,21.6,0,5.1
2008/7/10,24.7,18.4,20.9,0,0
2008/7/11,23.4,17.8,19.5,15,0.2
2008/7/12,28.7,18.2,22.6,0,6.3
2008/7/13,28.6,15,22.3,0,9.3
2008/7/14,25.7,19.1,21.4,18.5,0.8
2008/7/15,28.3,17.8,23.1,0,10.2
2008/7/16,27.3,19.1,23,0,3.9
2008/7/17,26.6,20.6,23.3,0,0.1
2008/7/18,26.7,22.4,24.2,4,0
2008/7/19,29,20.2,23.7,2,3.7
2008/7/20,26.1,20.1,22.4,5.5,0.2
2008/7/21,25.9,20.3,22.4,0,3.7
2008/7/22,25.4,20.3,22.5,22.5,0.2
2008/7/23,26.2,22.3,23.8,11.5,0
2008/7/24,25.9,20.3,23.3,0.5,0
2008/7/25,25.3,18.8,22,0,1
2008/7/26,29.6,17.5,23.3,0,7.6
2008/7/27,27,21.3,23.7,0,5.1
2008/7/28,27,21,22.9,16.5,0.4
2008/7/29,25.3,19.3,21.2,5,0.4
2008/7/30,27.9,17.6,21.9,0,5.4
2008/7/31,25.5,19.2,22,0,1.5
2008/8/1,23.6,19.9,21.5,0,0.2
2008/8/2,24,20.5,22.2,0.5,0
2008/8/3,30.6,22.3,26,3,4.6
2008/8/4,30.6,18.4,24.7,16.5,8.9
2008/8/5,31.6,16.1,23.3,0,9.8
2008/8/6,32,19.2,24.7,0,9.9
2008/8/7,31.5,16.1,23.5,0,11.7
2008/8/8,30.6,16.2,23.5,0,10.7
2008/8/9,28.7,16.8,22.5,0,6.4
2008/8/10,27.1,15.5,21.4,0,8
2008/8/11,28,17.7,22.9,0,10.8
2008/8/12,28.7,20.4,24.2,0,8.4
2008/8/13,28,21.1,24,0,5.2
2008/8/14,24.5,21.6,23.1,31.5,0
2008/8/15,28.4,19.6,23.9,0.5,5.7
2008/8/16,27.6,18.5,22.8,0.5,2.5
2008/8/17,24.9,16.9,20.3,0,3.3
2008/8/18,24.6,18.4,21.1,0,4.5
2008/8/19,22.3,17.5,20.4,28,0
2008/8/20,23.2,15.8,19.5,24,0.6
2008/8/21,15.8,13.9,14.7,30,0
2008/8/22,19.9,12.7,15.7,0,3.5
2008/8/23,17.2,12.1,15,2,0
2008/8/24,18.9,14.2,17.2,27.5,0
2008/8/25,22.4,17.8,19.5,4.5,0.2
2008/8/26,23.3,16.2,19.5,0,0.7
2008/8/27,27.3,15.5,21.9,0,10.2
2008/8/28,27.2,20.3,23.2,0,1.6
2008/8/29,27.6,21.3,23.2,52.5,1.9
2008/8/30,26.8,19.8,22.9,10.5,0.9
2008/8/31,26.2,19.6,21.6,15.5,0.2
2008/9/1,27,18.9,21.6,7.5,7.3
2008/9/2,25.9,20.3,22.9,0,1.9
2008/9/3,26.9,22.5,23.8,2,1.2
2008/9/4,28.6,18.3,22.6,0,8
2008/9/5,27.5,20.1,23.3,0,4.6
2008/9/6,29.5,22,24.8,0,3.8
2008/9/7,25.9,20.7,22.9,3.5,0.6
2008/9/8,27.2,15.9,21.7,0,8
2008/9/9,26,13.2,18.7,0,10.3
2008/9/10,25.6,9.6,18.1,0,10.9
2008/9/11,25.6,13,19.4,0,9.6
2008/9/12,24,16.9,19,37,2.5
2008/9/13,27,15.8,20.7,0,3.2
2008/9/14,26.4,12.8,19.8,0,9.4
2008/9/15,23.7,12.2,17.6,0,8.2
2008/9/16,26.4,12.5,19.5,0,8.4
2008/9/17,27.3,14.5,20.2,0,9.1
2008/9/18,25.7,13.8,20.1,0,4.5
2008/9/19,29,15.4,21.9,0,9.9
2008/9/20,24.3,13.2,18.7,0,3.8
2008/9/21,21,16.2,18.4,2,0.1
2008/9/22,25.5,13.6,18.7,0,6.8
2008/9/23,21.8,10,16.1,0.5,1.4
2008/9/24,19.9,9.7,15.1,0,8.9
2008/9/25,17.5,9.1,13.9,2,0.2
2008/9/26,17.8,7.7,13.7,3,1.2
2008/9/27,15.1,5.8,10.2,1.5,5.2
2008/9/28,15.7,4.6,10,0,2.8
2008/9/29,19.1,2.5,10.1,0,7.3
2008/9/30,20.7,3.6,11.2,0,7.7
2008/10/1,21.2,6.5,12.1,0,6.5
2008/10/2,18.6,4.6,11.3,0,8
2008/10/3,18.8,2.2,11.7,0,9.8
2008/10/4,18.6,8.8,13.8,5,3.7
2008/10/5,18.1,6.1,12.9,3.5,4.8
2008/10/6,15.5,13.4,14.3,22.5,0
2008/10/7,21.4,12.3,15.9,0.5,4
2008/10/8,19.5,12.4,15.2,0.5,4.2
2008/10/9,19.7,13.7,16.5,9,1.8
2008/10/10,23,14.5,17.9,2,4
2008/10/11,18.7,8.2,14.9,2.5,4.1
2008/10/12,18.1,6.9,12.7,0,9
2008/10/13,20.1,3.4,10.6,0,10.2
2008/10/14,19.6,1.6,11,0,8.3
2008/10/15,20.8,6,12.8,0,5.6
2008/10/16,20.8,4,10.6,0,7.5
2008/10/17,20.5,3.8,11.2,0,7.8
2008/10/18,21.2,5.8,11.6,0,7.8
2008/10/19,21,5.5,11.6,0,7.3
2008/10/20,21.9,4.3,12.2,0,8.4
2008/10/21,20.5,2.8,10.6,0,7.9
2008/10/22,17.1,0.1,8.2,0,6.2
2008/10/23,15.7,3.4,10.1,0,0
2008/10/24,18.4,14.2,16.5,21,0
2008/10/25,18.4,10.6,14.3,0,0.8
2008/10/26,13.6,8.5,11.2,19.5,0
2008/10/27,13.1,5.1,9.3,0,4.5
2008/10/28,13.1,6.5,9.2,1.5,1.5
2008/10/29,10.5,3,6.9,2,1.9
2008/10/30,12.4,0.5,5.8,0,3.5
2008/10/31,11.8,0.6,6.4,7.5,2.8
2008/11/1,14,-0.2,8,0.5,8
2008/11/2,13.2,-0.9,6.8,4.5,2.6
2008/11/3,17.1,8,11.8,10,4.9
2008/11/4,9.3,5.1,7,0,6.1
2008/11/5,13.2,5,9.4,9.5,6.4
2008/11/6,16.4,8.4,11.8,4.5,3.2
2008/11/7,15.1,4.7,10.4,2,1.4
2008/11/8,8.2,1.4,5.5,0,6.6
2008/11/9,10.5,1,5.1,0,4
2008/11/10,10.1,-1.3,3.7,0,7.6
2008/11/11,11.5,-3.7,2.3,0,9
2008/11/12,12.5,-4.7,2.9,0,8.4
2008/11/13,15.6,-3,4.3,0,8.7
2008/11/14,15.3,-1.4,6.1,0,6.4
2008/11/15,15.3,0.7,8.1,0,6.3
2008/11/16,12.4,9.6,10.6,1,0
2008/11/17,13.7,7,9.7,1.5,1.3
2008/11/18,9.7,3.2,6.7,8,0.5
2008/11/19,2.9,-2.1,0.3,5.5,0
2008/11/20,2.6,-3.5,-0.3,0,5.9
2008/11/21,3,0,1.1,10,0.2
2008/11/22,4.3,-1.9,1.7,0,1.8
2008/11/23,6.3,1.2,3.4,0.5,1.5
2008/11/24,6.5,-1.7,2.7,0,5.7
2008/11/25,2.5,-2.6,-0.3,1.5,2.2
2008/11/26,3.8,-4.7,-2.5,0,5.2
2008/11/27,6.4,-5.9,0.6,0,5.1
2008/11/28,5,1,2.5,22,0
2008/11/29,9.1,-2,4.1,6.5,7.7
2008/11/30,6.9,-1.9,2.5,8,6.6
2008/12/1,7.2,-3,1.4,0,8.5
2008/12/2,9.4,-4.8,2.4,0,7.9
2008/12/3,11,2.1,6,0,2.2
2008/12/4,2.9,0.2,1.3,0,0
2008/12/5,9.4,3.5,5.8,3,
2008/12/6,3.8,-3.3,0.8,9,1.6
2008/12/7,2.7,-7.2,-1.6,0.5,4.5
2008/12/8,3.4,-1.9,0.6,0,0
2008/12/9,8.3,0.1,4.3,0,1.9
2008/12/10,12.9,3.6,6.5,0,7.2
2008/12/11,9.8,3.9,6.5,12,0
2008/12/12,6.1,0.9,3.6,0,2.1
2008/12/13,4,-2.8,0.5,1.5,0.1
2008/12/14,1.1,-9.1,-2.7,0,3.7
2008/12/15,3.3,-9.2,-3.2,0,6.3
2008/12/16,5.6,-9.1,-2.5,0,8.1
2008/12/17,9,0.4,4.9,0,3.6
2008/12/18,9.9,1.7,6.1,0,2.1
2008/12/19,6,-1.5,2.3,0,7.9
2008/12/20,9.7,-0.2,5,0,6.3
2008/12/21,7.1,-0.1,3.6,23.5,0
2008/12/22,0.9,-8.4,-1.8,22.5,0.4
2008/12/23,-0.1,-9.9,-4.2,1,1.5
2008/12/24,1.4,-4.3,-0.9,0,2
2008/12/25,2.6,-0.2,1.3,9,0
2008/12/26,0.1,-7.6,-5.2,1,5.3
2008/12/27,-1.2,-7,-3.6,0,2.8
2008/12/28,1.7,-3.1,-1.1,0,0
2008/12/29,5.5,-1.3,2.6,0,6.2
2008/12/30,4.6,-2.4,0.8,2,5.8
2008/12/31,3.7,-4.6,-0.4,0,5.4
2009/1/1,4,-2.5,0.6,0,1.1
2009/1/2,4.7,-5.4,0.1,0,5.5
2009/1/3,5.3,-8.1,-1.1,0,5.6
2009/1/4,5,-0.3,2.2,0,6.9
2009/1/5,2.4,-6.3,-2.3,0,6.1
2009/1/6,1.3,-4.7,-2,0,2.8
2009/1/7,3,-7,-2.1,0,7.4
2009/1/8,2.5,-9.7,-4,0,5
2009/1/9,4.5,-12,-3.7,2.5,5
2009/1/10,2.1,-2.8,0.2,8,0
2009/1/11,-0.3,-10.7,-3.9,0,7.7
2009/1/12,0.9,-12.9,-5.6,0,3.9
2009/1/13,1.6,-10.5,-4.1,0,3
2009/1/14,2.8,-9.8,-2.8,1,4.7
2009/1/15,-0.4,-8.4,-5.1,0.5,0.6
2009/1/16,1.3,-6.2,-2.5,0,8.7
2009/1/17,2,-6.8,-2.2,0,5.8
2009/1/18,2.7,-7,-0.6,1.5,5.7
2009/1/19,7,-1.3,2.8,13.5,3.6
2009/1/20,2.3,-2.8,-0.1,0,2.2
2009/1/21,2,-7.7,-2.4,0,0.6
2009/1/22,3.2,-2.6,0.8,0,0
2009/1/23,8.3,0.3,4.3,2,0
2009/1/24,0.3,-8.4,-4.1,0,7
2009/1/25,0.2,-7.6,-2.5,1.5,0.6
2009/1/26,1.3,-2.1,-0.1,4,0
2009/1/27,0.7,-13,-2.3,1,1
2009/1/28,1.1,-16.8,-8.8,0,5.4
2009/1/29,5.1,-10.2,-4.1,0,7.6
2009/1/30,6.3,-8.6,-1.1,6,1.9
2009/1/31,0.4,-2.4,-0.8,17.5,0
2009/2/1,0.1,-4.2,-2.6,0,5.5
2009/2/2,1.6,-9.1,-2.2,0,5.7
2009/2/3,2.8,-10.9,-2.2,2,4.1
2009/2/4,2.5,-14.9,-6.8,0,8.7
2009/2/5,4.2,-14.9,-3.8,0,7.2
2009/2/6,3,-7.8,-0.6,0,4
2009/2/7,2.6,-14.2,-4,0.5,4.7
2009/2/8,0.4,-3.5,-1.3,1.5,2.5
2009/2/9,4.1,-7.5,0.3,0,4.9
2009/2/10,6.3,-3.4,1.5,0,3.1
2009/2/11,4.4,-9.6,-1.5,0,5.3
2009/2/12,6.3,-3.9,1.5,0,7.9
2009/2/13,4.4,-3.8,0.7,7,0
2009/2/14,9.8,0.8,4.8,13.5,7
2009/2/15,4.3,-2.8,1.5,4.5,1.1
2009/2/16,-2.4,-7.3,-5,0.5,0.3
2009/2/17,1.5,-11.9,-4.6,0,6
2009/2/18,-1.2,-10.7,-5.2,0,3.4
2009/2/19,-0.9,-10.3,-4.6,0,4.8
2009/2/20,3.4,-4.7,-1.4,25.5,0.1
2009/2/21,-0.2,-6.7,-3.3,0,4.2
2009/2/22,3.8,-8.2,-0.9,1,0
2009/2/23,2.9,-8.7,-0.8,0,4.7
2009/2/24,1,-13.7,-4.5,0,1.3
2009/2/25,4.5,-0.3,1.7,1.5,0
2009/2/26,2.7,-7.9,-1.1,0,6.6
2009/2/27,3.2,-9.9,-3.7,0,7.6
2009/2/28,5.3,-11.1,-3,0,9.5
2009/3/1,4.1,-12.4,-2.8,0,7.9
2009/3/2,1.5,-4.6,-2,0,6.3
2009/3/3,1.2,-8.9,-2.5,0,4.1
2009/3/4,7.1,-3.1,0.9,0,7.5
2009/3/5,7.4,-7.1,0.3,0,9.8
2009/3/6,6.3,-3,2.4,36,0
2009/3/7,5.1,-1.8,0.6,0,7
2009/3/8,7.3,-2.4,3,0,8
2009/3/9,9.4,-5.4,2.9,0,8.9
2009/3/10,10.2,-1.7,2.8,0,8.1
2009/3/11,-0.2,-4.2,-2.8,0,3.6
2009/3/12,5,-5.6,-0.1,0,7.4
2009/3/13,6.4,-4.6,1.7,7,4.8
2009/3/14,8.5,-1.2,3.7,21,0.7
2009/3/15,6.5,-1.1,2.5,0,4.3
2009/3/16,7.9,1.9,4.2,4,1.7
2009/3/17,9.7,-1.8,4.2,2,3.1
2009/3/18,14.9,-2.5,7.6,0,3.6
2009/3/19,14.9,10.5,13.5,1.5,0.9
2009/3/20,12,-1.2,6.1,2.5,5.3
2009/3/21,8.7,-1.5,2.9,0,9.7
2009/3/22,11.1,-0.3,6.4,26,0
2009/3/23,10.5,-1.9,3.9,0,9.4
2009/3/24,5.2,-2.9,0.2,0,4.5
2009/3/25,2.1,-4.8,-1.5,3,0.1
2009/3/26,3.9,-4,-0.4,0,8.2
2009/3/27,4.1,-3.1,-0.3,0,6.2
2009/3/28,4,-5.5,-1.6,0,5.4
2009/3/29,6.4,-7.9,-0.5,0,6.6
2009/3/30,8.7,-4.2,2,0,7.6
2009/3/31,8.2,-3.3,2.2,0,6.7
2009/4/1,9.3,-4.9,2.6,0,7
2009/4/2,9.8,-2.1,3.7,0,3.2
2009/4/3,12.9,-2.4,6.6,0,8.5
2009/4/4,14.3,-3,6.6,0,6.3
2009/4/5,13,0.5,8.1,0,5.7
2009/4/6,15.2,0.5,8.6,0,12
2009/4/7,15.2,-0.9,8,0,8.7
2009/4/8,17.6,-5.1,7.8,0,11.2
2009/4/9,20.4,0.5,11.6,0,11.8
2009/4/10,20.5,6.3,13.6,0,4.7
2009/4/11,19.5,3.9,11.2,0,10.4
2009/4/12,18.3,5.8,11.9,0,7.2
2009/4/13,22.1,8.5,14.9,0,10.8
2009/4/14,19,7.7,12.7,3,0
2009/4/15,15.1,5.5,9.1,14,1.6
2009/4/16,11.6,0.3,6.7,0,7
2009/4/17,13.9,-0.4,6.7,0,6.6
2009/4/18,17.4,5.9,10.8,0,4.9
2009/4/19,18.4,3.3,10.9,0,8.1
2009/4/20,16.3,6.3,10.6,0,7.6
2009/4/21,13.1,8.6,10.7,26,0
2009/4/22,14.2,8.1,12,22,0.3
2009/4/23,11.2,3.8,7.7,0,7.5
2009/4/24,13.9,2.9,7.9,0,7.9
2009/4/25,8.4,5.7,7.1,11.5,0
2009/4/26,9.6,2,5.2,21.5,0
2009/4/27,9.3,1.6,5.6,2,0.2
2009/4/28,13.1,0.3,6.2,0.5,6.5
2009/4/29,17.8,-1.7,8.1,0,12.4
2009/4/30,22.1,0.2,11.9,0,11.4
2009/5/1,21.8,7.4,15,0,9
2009/5/2,24.4,5.2,16.4,0,11.9
2009/5/3,18.9,9.5,15.4,0,1.3
2009/5/4,22.5,12.3,16.9,0,2.2
2009/5/5,26.1,6.6,17,0,10.2
2009/5/6,22.6,9.6,15.1,0,10
2009/5/7,24.4,5.6,16,0,11.8
2009/5/8,27.8,9,18.3,0,9.2
2009/5/9,24.6,7.7,16.5,0,10.7
2009/5/10,19.9,11.1,16,1,0
2009/5/11,15.9,12.3,14.4,1.5,0
2009/5/12,17.2,12.9,14.9,3,0
2009/5/13,17.8,5.2,13.3,0,9.2
2009/5/14,10.8,3.8,7.8,3.5,3.1
2009/5/15,16.9,0.6,9.3,0,11.2
2009/5/16,17.9,3.8,11.7,0,6.5
2009/5/17,15.5,11.9,13.6,28,0
2009/5/18,18.5,13.1,15.6,1.5,7.3
2009/5/19,22.2,9.6,17,0,10.5
2009/5/20,25,5.1,15.7,0,12.2
2009/5/21,27.6,6.6,18.4,0,9.4
2009/5/22,17.2,14.3,15.5,9,0.3
2009/5/23,16.8,13.7,15.2,1,0.6
2009/5/24,17.6,11.4,14.6,2,0.2
2009/5/25,21.5,8.1,14.4,0,9.8
2009/5/26,24.3,5.2,14.9,0,10.4
2009/5/27,22.5,8.3,16.3,0,12.5
2009/5/28,21.9,15.6,18.3,0,5.2
2009/5/29,21.9,10.8,16,0,5.6
2009/5/30,20.8,10.4,15,1.5,0.7
2009/5/31,17.2,11.2,13.7,0.5,1.3
2009/6/1,18.5,11.5,15.2,0,2.7
2009/6/2,24.7,7.1,17.4,0,12
2009/6/3,25.4,12.9,18.9,2,3
2009/6/4,23.8,14.5,17.9,0.5,3.1
2009/6/5,22.4,15.6,18.3,15.5,0.3
2009/6/6,19.9,11.4,16.3,27,0
2009/6/7,19.1,11.3,13.7,4.5,3.6
2009/6/8,20.5,11.2,15.3,0,1.3
2009/6/9,22.5,12.3,17.9,0,7
2009/6/10,22.1,14.8,18.7,0,5
2009/6/11,18.6,16.8,17.6,21.5,0
2009/6/12,23.9,14.3,19.2,0,10.4
2009/6/13,22.9,12,17.5,0,8.1
2009/6/14,24.1,11.2,15.3,0,6.3
2009/6/15,21.4,11.9,15.3,0,4.1
2009/6/16,22.3,11.6,15.8,0,4.2
2009/6/17,20,13.5,15.7,9.5,0.5
2009/6/18,19.6,13.6,15.7,1,0.1
2009/6/19,23.8,13.9,18.4,0,3.6
2009/6/20,20.8,16.2,18.2,0,0.4
2009/6/21,24.1,16.7,19.9,6.5,2.7
2009/6/22,23.2,18.9,21,11.5,0
2009/6/23,22.5,17.5,20.1,12.5,2.9
2009/6/24,27,15.1,20.9,0,11.2
2009/6/25,28.4,12.4,21.2,0,13.8
2009/6/26,28.8,15.3,22.8,0,11.1
2009/6/27,28.1,19.2,23.2,0,5.4
2009/6/28,30.4,15.9,23.9,0,11.6
2009/6/29,30.8,16.9,23.7,0,9.4
2009/6/30,22.1,19.2,20.3,0,0
2009/7/1,23.3,17.6,20.6,2.5,0
2009/7/2,24.1,16.8,19.4,24.5,1.7
2009/7/3,27.2,16.1,21.3,0.5,9.2
2009/7/4,23.1,18.1,19.9,1.5,0.1
2009/7/5,27.3,18.1,22.2,0,7.1
2009/7/6,29.7,17.8,23.6,0,11
2009/7/7,29.6,17.2,23.1,2,6.2
2009/7/8,25,20.3,22.1,14.5,1.7
2009/7/9,24,18.1,20.4,22.5,0.1
2009/7/10,24.1,15.6,20.5,40.5,2.8
2009/7/11,25.6,15.1,21.2,0,8.3
2009/7/12,25.9,16.9,21.8,2,3.3
2009/7/13,24.6,17.9,20.2,45,1.4
2009/7/14,26.9,15.1,21.4,6,7.9
2009/7/15,27.4,17.7,21.5,4,0.6
2009/7/16,24.8,21.1,22.4,0,2.8
2009/7/17,29.7,17.8,24.3,0,9.3
2009/7/18,23.2,20.1,21.4,20.5,0
2009/7/19,24.5,18.5,22.2,49.5,0
2009/7/20,27.6,15.9,22.4,0,12.7
2009/7/21,20.7,17.7,19.2,16,0.1
2009/7/22,20.2,15.8,17.8,5,0
2009/7/23,28.8,17.9,22.4,0,5.4
2009/7/24,24.5,21.1,23.1,2,0.9
2009/7/25,28.1,22.8,24.9,30,1.4
2009/7/26,29.3,22.2,25.1,6,2.2
2009/7/27,27,21.1,23.4,22,0.1
2009/7/28,28.1,21.1,23.8,0,4.3
2009/7/29,23.8,18.9,21.3,35.5,0
2009/7/30,25.1,17,20.8,14.5,3.6
2009/7/31,28.1,15.5,22.3,0,10.8
2009/8/1,28.9,17.8,22.3,0.5,4.8
2009/8/2,28.2,17.7,20.9,2.5,5.6
2009/8/3,26.2,17.4,21.5,6,2.5
2009/8/4,29,20.8,24.1,0,8.5
2009/8/5,28.4,21,23.9,6.5,1.6
2009/8/6,31.3,21.3,25.8,0,8.9
2009/8/7,26.5,22.5,24.2,0,0
2009/8/8,29.2,21.3,24.7,0,2.8
2009/8/9,24.2,21.8,22.9,6,0
2009/8/10,24.4,21.3,22.6,14,0
2009/8/11,29.9,20.8,24.6,0,7.4
2009/8/12,30.5,20.2,24.5,1,4.4
2009/8/13,23.4,17.9,20.9,21.5,0
2009/8/14,29.4,17.8,23.4,0,9.1
2009/8/15,29.2,16.5,22.8,0,8.5
2009/8/16,30.4,20.4,23.6,0,7
2009/8/17,29.1,20.7,23.7,0,6.4
2009/8/18,27.3,20.2,23,0,6.1
2009/8/19,24.9,20.2,22.1,0,0.4
2009/8/20,27.2,20.7,23.4,0,1.4
2009/8/21,25.8,20.7,22.9,15.5,0.3
2009/8/22,23.5,19.2,22,0,0.1
2009/8/23,26.8,17.3,21.5,0,9.6
2009/8/24,24.3,13.2,18.7,0,6.9
2009/8/25,23.6,10.3,17.5,0,3.7
2009/8/26,24.9,13.5,19.5,0,11.7
2009/8/27,25.5,17.4,21.2,0,2.7
2009/8/28,22.4,18.6,20.7,3.5,0
2009/8/29,27.3,13.5,21.3,7.5,7.7
2009/8/30,22.1,11.2,16.9,0,2.6
2009/8/31,18.3,13.8,15.5,22.5,0.2
2009/9/1,22.2,14.4,18,7,0.9
2009/9/2,25.3,14.8,19,0,5.7
2009/9/3,21.2,14.4,17.6,0,4
2009/9/4,21,16.3,18.8,0,0.6
2009/9/5,26.5,17.2,21.2,0,8.7
2009/9/6,26.9,15.8,21,0,9.6
2009/9/7,26,16.6,20.8,0,2.1
2009/9/8,23.1,12.5,19.2,0.5,0.9
2009/9/9,22.9,8.1,15.9,1.5,7.6
