年月日,最高気温(℃),最低気温(℃),平均気温(℃),降水量の合計(mm),日照時間(時間)
1980/1/30,2.5,-0.6,0.8,12,0
1980/1/31,3.7,-4.1,-0.6,1,3.5
1980/2/1,-2.6,-5.1,-4.2,1,0.8
1980/2/2,-1.5,-5.7,-3.9,1,1.1
1980/2/3,-2.6,-5.7,-4.1,2,0.1
1980/2/4,-3.1,-11.7,-6.2,2,2.7
1980/2/5,-3.1,-10.5,-5.4,8,0
1980/2/6,-3.1,-10.5,-6.4,1,7.6
1980/2/7,-3.9,-12,-7.4,0,3.9
1980/2/8,-0.4,-15.2,-9.5,0,8.7
1980/2/9,0.9,-15,-7.4,1,4
1980/2/10,-0.7,-15.1,-6.4,0,6
1980/2/11,0.9,-6.2,-2.5,0,7.2
1980/2/12,-0.8,-7.4,-4,0,7.6
1980/2/13,-3.8,-11.9,-6.3,0,7.5
1980/2/14,-2.3,-13.9,-7.7,0,8
1980/2/15,-1.8,-14.7,-7.2,0,8.7
1980/2/16,-5.7,-17.1,-8.8,0,4.8
1980/2/17,-2.5,-17.5,-9.1,0,7.2
1980/2/18,-0.9,-10.3,-6,0,6.5
1980/2/19,0.6,-8,-3.8,0,7.7
1980/2/20,2.3,-5.3,-1.1,0,6.1
1980/2/21,-1.5,-9.2,-5,0,7
1980/2/22,-1,-11.1,-5.9,0,8.4
1980/2/23,1.1,-7.3,-2.4,1,7.4
1980/2/24,1.4,-3.4,-0.7,0,8.9
1980/2/25,0.6,-9,-3.4,0,9.7
1980/2/26,2.1,-11.7,-3,1,7
1980/2/27,1.4,-2.1,-0.5,0,9.8
1980/2/28,3.2,-5.7,-0.8,0,8.4
1980/2/29,5,-6.5,0.6,0,9.9
1980/3/1,3,-3,1.1,2,0
1980/3/2,0.8,-4.2,-1.8,1,5.5
1980/3/3,4.1,-8.9,-1.3,0,9.8
1980/3/4,2.9,-3.1,-0.4,2,7.5
1980/3/5,2.8,-6.5,-1.1,0,9.6
1980/3/6,4.4,-10,-3,0,10.4
1980/3/7,4.8,-8.5,-0.6,0,5.3
1980/3/8,7.2,-3.2,2.3,5,5.2
1980/3/9,5,-5.2,0.7,15,4
1980/3/10,5.5,-4,1.3,11,5.6
1980/3/11,-2,-6.2,-4.1,0,9.4
1980/3/12,-0.4,-5,-2.9,0,7.4
1980/3/13,2.1,-2.9,-0.7,0,4.2
1980/3/14,3.8,-3.4,0.5,0,1
1980/3/15,3.2,-3.2,-0.7,1,6.7
1980/3/16,3.6,-3.1,-0.5,1,4.3
1980/3/17,4.7,-3.7,-0.4,4,5.1
1980/3/18,-1,-6,-3.4,0,8.7
1980/3/19,2.4,-9.4,-2.6,0,11
1980/3/20,5.3,-1.9,0.9,1,4.6
1980/3/21,4.2,-1.9,0.7,0,9.3
1980/3/22,2.6,-4.5,-0.6,4,3.7
1980/3/23,1.8,-5.3,-1.6,2,7
1980/3/24,3.3,-5.5,-1.1,0,6.7
1980/3/25,6.5,-5.8,1.2,0,10.1
1980/3/26,7.7,-0.2,1.9,10,2.2
1980/3/27,5.2,-3.5,1.3,0,8.1
1980/3/28,12.1,-6.7,3,0,11.5
1980/3/29,16.5,-3.8,7.4,0,10.5
1980/3/30,14.6,4.2,9,15,4.8
1980/3/31,11.8,-1.2,5.2,9,7.6
1980/4/1,2.9,0.1,0.9,10,0
1980/4/2,4.5,-0.9,1.3,5,5.3
1980/4/3,8.6,-2.6,3.3,0,11.5
1980/4/4,14.4,0,7,0,7.5
1980/4/5,17.5,5.6,12.2,0,4.3
1980/4/6,13.7,7.9,11.1,35,0.1
1980/4/7,9.1,-0.6,5.2,0,9.3
1980/4/8,8.6,-0.2,5.4,1,2.3
1980/4/9,11.9,1.8,6.6,2,0.9
1980/4/10,5.7,-2.8,1.6,0,9.6
1980/4/11,10.8,-3.7,4.2,0,9
1980/4/12,18.6,4.6,12.9,0,10.5
1980/4/13,18.8,4.7,11.5,0,8.1
1980/4/14,15.1,2.7,8.3,15,0.9
1980/4/15,2.9,-0.9,1.1,1,0.5
1980/4/16,7.6,-2.7,2.2,2,8.7
1980/4/17,2.7,-0.4,1.1,4,0
1980/4/18,10.8,-2.1,3.7,0,10.9
1980/4/19,12.9,-1.8,7.1,0,7.1
1980/4/20,17.7,6.9,12.2,0,9.5
1980/4/21,15.3,6.2,10,0,9.3
1980/4/22,14.3,3.8,8.8,0,11.2
1980/4/23,15,2.1,7.4,0,6.4
1980/4/24,10.8,2.2,5.1,0,4
1980/4/25,10.1,0.4,5.2,0,8.5
1980/4/26,12.8,-2.8,6.6,0,10.6
1980/4/27,14.7,-1.4,7.7,4,9.5
1980/4/28,13.4,5.3,8.6,27,2.6
1980/4/29,13.4,1.5,7.2,1,10.2
1980/4/30,14.6,-0.8,8.8,0,10.8
1980/5/1,10.2,2.9,7.9,18,0
1980/5/2,11.1,2.4,6.8,0,3.2
1980/5/3,18.6,4.3,11.4,0,8
1980/5/4,22.3,9.2,15.9,0,3.1
1980/5/5,18.4,4.9,13.5,1,8.1
1980/5/6,12.1,2.5,7,12,3.9
1980/5/7,13.1,2.2,7.1,0,8.9
1980/5/8,15.5,-0.4,8.9,0,10
1980/5/9,16.8,5.4,12,1,2.3
1980/5/10,19,2.1,11.1,0,12.5
1980/5/11,19.5,8,13,3,12.1
1980/5/12,24,4.5,16.1,0,8.1
1980/5/13,17.9,12.8,15.1,0,0.4
1980/5/14,24.4,10.1,17.2,0,12.2
1980/5/15,16.7,10.5,13.9,7,1.1
1980/5/16,14.5,5.1,10.2,5,6.2
1980/5/17,16.1,4.7,10.7,0,11.3
1980/5/18,19.7,0.8,10.9,0,13.2
1980/5/19,23.2,2.8,13.9,0,12.4
1980/5/20,18.9,12.9,15.4,4,2.7
1980/5/21,18,13.8,16,14,0
1980/5/22,20.9,8.6,14.6,6,6.1
1980/5/23,25.8,5.6,16.8,0,10.7
1980/5/24,28,12.7,20.4,0,10.5
1980/5/25,27.6,10.3,18.5,0,8.2
1980/5/26,18.6,15.1,17.1,29,0
1980/5/27,17.4,10.5,14.1,2,9.4
1980/5/28,24.1,9.7,17.2,0,13.1
1980/5/29,28.9,10.3,20.5,0,13
1980/5/30,31.6,10.6,21.3,0,12.5
1980/5/31,27.5,12.8,19.1,0,11
1980/6/1,23.2,12.5,18.6,0,3.9
1980/6/2,27.9,18.2,22.4,0,11.3
1980/6/3,23.4,14.3,19.3,0,5.2
1980/6/4,24.1,12.6,18.1,0,13
1980/6/5,24.8,10.9,18.1,0,12.5
1980/6/6,29.6,12,20.5,0,13.1
1980/6/7,32.2,10.2,21.7,0,13.2
1980/6/8,31.3,16,23.2,0,9.5
1980/6/9,21.6,18,19.5,29,0
1980/6/10,20.7,15.9,18.5,0,4.1
1980/6/11,20.9,15.4,17,3,1.2
1980/6/12,25.6,12.6,19.4,0,11.8
1980/6/13,25,13.6,19.8,0,7.8
1980/6/14,27.6,11.1,19.7,0,10.6
1980/6/15,29.2,14.8,22.1,0,11.8
1980/6/16,28.8,17.3,22.3,0,5.4
1980/6/17,20.3,18.2,19,91,0
1980/6/18,20.5,12.8,17.8,1,6.8
1980/6/19,19.5,11.3,15.3,0,7
1980/6/20,22.3,12.4,16.8,0,9.8
1980/6/21,22.9,12.8,18.3,0,9.3
1980/6/22,26.5,16.7,20.8,0,6.6
1980/6/23,27.8,15.6,21.6,0,12.6
1980/6/24,25.3,16,20.8,0,10.3
1980/6/25,26.9,12.5,19.9,0,10.8
1980/6/26,22.6,16.6,19,0,5.2
1980/6/27,26.3,16.7,20.6,4,3.4
1980/6/28,20.6,14.6,17.6,0,1.7
1980/6/29,23.9,12.7,18.1,0,5.1
1980/6/30,23.7,15.1,18.6,0,8.1
1980/7/1,21.3,12.8,16.9,0,7
1980/7/2,22.9,10.6,17.2,0,9.9
1980/7/3,15.7,12.3,14.1,42,0
1980/7/4,20,12.1,15.7,0,1.8
1980/7/5,21.6,14.7,17.6,0,6.3
1980/7/6,21.4,16.7,19.1,0,0
1980/7/7,22,17.9,19.7,14,0.4
1980/7/8,25.3,18.3,20.5,6,3.7
1980/7/9,24.5,17.4,20.1,11,5.1
1980/7/10,27.3,18.1,21.7,0,6.2
1980/7/11,23.8,18.7,20.6,7,2.1
1980/7/12,20.3,16.8,18.7,20,0
1980/7/13,27,15.8,20.8,0,10.8
1980/7/14,24.9,14.8,19.9,5,6
1980/7/15,20.4,15.3,18.2,19,0
1980/7/16,17.5,13.8,15,10,0
1980/7/17,20.8,13.1,16.8,0,0.7
1980/7/18,18.7,14.5,16.4,0,1.3
1980/7/19,21.8,15.8,18.5,17,1.2
1980/7/20,26.7,14,20.4,0,9.2
1980/7/21,26.5,15.9,21.9,0,5.6
1980/7/22,27.7,21,23.8,2,3.9
1980/7/23,25.1,19,22,9,1.1
1980/7/24,25.7,18.7,21,7,5.4
1980/7/25,26.9,17.2,21.5,2,6.7
1980/7/26,27.3,15.9,21.3,0,8.2
1980/7/27,23.1,17.1,19.3,3,3.5
1980/7/28,22.2,16.3,18.6,1,3.2
1980/7/29,21.8,16.6,18.7,0,0.9
1980/7/30,25.4,17.3,20.5,0,5.6
1980/7/31,19.6,16,17.2,10,0
1980/8/1,18.9,15.6,17,1,0.1
1980/8/2,25.4,13.7,18.9,0,12
1980/8/3,24.1,12.2,17.8,0,10.3
1980/8/4,21.2,14.7,17.8,0,5.8
1980/8/5,21.8,15,17.9,0,2
1980/8/6,25.3,10.9,18.3,0,12.9
1980/8/7,23.5,9.7,16.7,0,12
1980/8/8,27,11.1,19,0,12.1
1980/8/9,27.6,11.2,19,0,9.7
1980/8/10,26.2,13.1,19.7,0,10.6
1980/8/11,25.7,15.2,20.3,0,8.9
1980/8/12,29.2,16.7,22.3,0,9.8
1980/8/13,27,19.5,22.4,0,6.4
1980/8/14,26.5,19.6,22.4,0,2.4
1980/8/15,20.5,14.6,17.1,33,0.1
1980/8/16,20.3,14.8,17.1,5,0.8
1980/8/17,21.7,15.7,18.4,6,0.2
1980/8/18,25.1,17.3,20.5,3,3.7
1980/8/19,26.2,19.4,22.3,0,6.8
1980/8/20,24.4,17.8,20.4,7,2.9
1980/8/21,27.6,16.9,22,0,9.3
1980/8/22,24.4,19.1,21.2,0,4.4
1980/8/23,21.6,19,20.2,33,0
1980/8/24,19.8,13.4,17.6,1,1.1
1980/8/25,22.9,12.2,16.6,0,4.4
1980/8/26,19.9,14.1,16.6,0,1.1
1980/8/27,16.9,13.5,15.4,21,0
1980/8/28,20.5,15.9,17.7,24,0.8
1980/8/29,25.3,17.6,20.6,1,6.3
1980/8/30,20.5,18.4,19.3,20,0
1980/8/31,26.7,17.1,21.3,0,6.7
1980/9/1,22.6,14,18.2,0,6.1
1980/9/2,24.9,15.9,19.1,10,6.5
1980/9/3,23.6,16.4,19,0,6.9
1980/9/4,22.2,16.7,19.1,2,2.1
1980/9/5,23.6,18.7,20.8,9,2.9
1980/9/6,24.6,18.8,21.4,3,2
1980/9/7,19.5,16.1,18.2,9,0
1980/9/8,18.2,15.1,16.8,4,0
1980/9/9,22.6,14.5,17.9,0,6.7
1980/9/10,21,16.1,18,33,0.3
1980/9/11,25.7,17.8,21.6,7,1.1
1980/9/12,24.5,20.3,22.8,7,0.4
1980/9/13,23.7,14.9,20.1,1,1.8
1980/9/14,23.7,15.1,19,0,10.1
1980/9/15,25.5,13.5,19.3,0,8.9
1980/9/16,25.6,14.8,20,0,8.3
1980/9/17,24.5,11,18,0,5.6
1980/9/18,22.9,6.7,14.8,0,9.2
1980/9/19,23.3,7.7,15.8,0,11.2
1980/9/20,20.7,11,16.2,0,5.5
1980/9/21,22.2,10.6,16,0,5.3
1980/9/22,19.3,10,15.4,0,5.1
1980/9/23,17.9,8.7,13,0,4.8
1980/9/24,17,8.5,12.7,0,1.3
1980/9/25,19.1,8,13.4,0,3.6
1980/9/26,19.7,6.9,12.8,0,9.9
1980/9/27,14.8,6.3,11,0,0.2
1980/9/28,19.5,5.3,12.6,0,7.1
1980/9/29,19.5,2.3,10.8,0,10.4
1980/9/30,18.4,8.3,13.4,0,7.5
1980/10/1,19.6,5.9,12.3,0,9.2
1980/10/2,21.5,2.8,12.3,0,10.2
1980/10/3,19.3,5.5,12.1,0,9.3
1980/10/4,23.1,2.7,11.7,0,10.6
1980/10/5,21.5,2.2,12.9,0,9
1980/10/6,19.3,13,15.6,0,0.8
1980/10/7,22.9,9.2,16.3,21,6.8
1980/10/8,22.8,8.2,13.4,1,3.6
1980/10/9,15.8,2.5,9.7,0,8.8
1980/10/10,14.4,0.1,8,0,5.5
1980/10/11,19.5,8.8,13.5,0,2.6
1980/10/12,19.7,5.8,13.5,0,6
1980/10/13,13.5,5.6,10.3,5,0
1980/10/14,15.6,9,13.4,2,0
1980/10/15,16.2,2.5,8.9,0,10.2
1980/10/16,18.3,0.7,10.1,0,7.5
1980/10/17,16.8,11.8,14.2,4,0
1980/10/18,21.2,7.5,13.7,0,8.2
1980/10/19,13.6,10.9,12.3,27,0
1980/10/20,15.9,10.7,13.2,5,0.2
1980/10/21,14.2,10.3,12,1,0
1980/10/22,10.4,4.1,7.2,1,3.5
1980/10/23,11.8,-1.1,6.3,0,8
1980/10/24,13.1,-2.9,5.1,0,
1980/10/25,10.6,6.5,8.6,40,0
1980/10/26,11.7,4,7.9,28,0.9
1980/10/27,9.3,4.5,7,13,1.8
1980/10/28,12.4,4.5,7.6,1,7.2
1980/10/29,11,4,6.4,0,2.7
1980/10/30,12.6,4.4,8,0,5.4
1980/10/31,8.1,5,6.4,11,0.3
1980/11/1,8.5,3.4,5.5,0,7.7
1980/11/2,8.3,1.2,5,0,6.3
1980/11/3,7.8,-0.1,3.1,0,5.2
1980/11/4,12.2,-0.3,6.4,0,8
1980/11/5,13.2,5,9,6,1.6
1980/11/6,15.2,5.4,10.1,0,3.7
1980/11/7,17.2,6.4,11.8,1,3.7
1980/11/8,11.9,0,4.3,1,2.5
1980/11/9,5.1,-2.4,1.6,2,3.1
1980/11/10,10.7,-2,5.6,0,6.1
1980/11/11,10.9,3,6.9,1,2.3
1980/11/12,14.9,-0.1,7.9,0,6.2
1980/11/13,11.5,0.8,6.7,4,0.9
1980/11/14,5.4,0.4,2.1,5,2.1
1980/11/15,6.8,-4.5,2.2,1,9
1980/11/16,9.3,-5.8,0.3,0,8.4
1980/11/17,12.9,-2.7,4.7,0,6.4
1980/11/18,12,2.8,7.4,0,2.2
1980/11/19,12.7,-2.5,3.6,0,9
1980/11/20,9.1,-5,1.6,0,8.9
1980/11/21,13.9,4.2,8.6,0,0.5
1980/11/22,11.3,0.5,6.6,0,1.6
1980/11/23,13.6,-1.2,3.4,0,5.1
1980/11/24,12.2,-3,4.4,0,8.1
1980/11/25,11.1,5.9,8.4,21,0
1980/11/26,11.6,5.8,8.5,3,1.6
1980/11/27,12.3,0.4,5.4,0,8.8
1980/11/28,11.1,-1.4,4.1,0,5.8
1980/11/29,10.4,2.7,6.5,0,1.2
1980/11/30,10.4,0.7,6.1,0,3.7
1980/12/1,9.5,-1.3,6.3,2,8.7
1980/12/2,9.1,-4.2,3.4,2,8.3
1980/12/3,10.3,4,7.8,18,0.4
1980/12/4,4.3,-0.1,1.9,3,0.9
1980/12/5,1.7,-1.1,-0.1,2,4.2
1980/12/6,2,-1.1,0.3,4,0.9
1980/12/7,4.3,0.1,1.5,2,2.3
1980/12/8,1.7,-6.6,-1.6,,4
1980/12/9,0.1,-8.7,-3.8,,1.1
1980/12/10,4.7,-6.5,0,0,5.2
1980/12/11,2.6,-9.5,-1.9,,4
1980/12/12,7.1,2.6,4.9,,2
1980/12/13,2.4,-3.1,-1.1,2,0.1
1980/12/14,-2,-4.8,-2.8,1,0
1980/12/15,0.1,-3.1,-1.2,0,0.5
1980/12/16,3,-3.9,0.4,0,6.5
1980/12/17,2.5,-8.6,-2,0,5.8
1980/12/18,2.5,-2.8,0.1,0,2.8
1980/12/19,-0.5,-5.8,-2.7,0,7.2
1980/12/20,-0.1,-9.4,-5.5,0,7.1
1980/12/21,-0.3,-11,-5.4,0,5.7
1980/12/22,0.9,-5,-1.8,0,4.7
1980/12/23,2.7,-8.1,-2.2,0,8.1
1980/12/24,1.4,-1.1,0.4,34,0
1980/12/25,2.2,-8.9,-1.9,0,6.8
1980/12/26,2.3,-9.7,-3.5,4,2.1
1980/12/27,2.4,-3.7,-1.5,0,3.5
1980/12/28,-0.3,-5.4,-2.3,2,3.3
1980/12/29,-0.6,-6.8,-3.4,0,2.2
1980/12/30,3.9,-9.5,-4,0,6
1980/12/31,2.5,-13,-5.1,0,6.3
1981/1/1,2.1,-10.8,-5.5,0,8.4
1981/1/2,1.5,-12.1,-3.1,10,0
1981/1/3,0.4,-0.8,-0.2,29,0
1981/1/4,1.8,-13.3,-3.4,0,6.3
1981/1/5,-1.8,-14.3,-6.6,3,2.1
1981/1/6,-1.3,-7.4,-4.2,0,6.2
1981/1/7,-3.7,-10.5,-6.9,0,5.4
1981/1/8,-2.2,-12.5,-5.4,0,5.9
1981/1/9,1.7,-2.9,-0.4,0,5.8
1981/1/10,0.7,-5.5,-2.2,0,6.1
1981/1/11,-0.8,-13,-5.9,0,6.9
1981/1/12,-1.6,-16.3,-9.1,0,5.6
1981/1/13,-1.8,-18.5,-12.1,0,7.3
1981/1/14,0,-20.4,-11.4,0,8.4
1981/1/15,0.8,-12.9,-6.5,0,6.7
1981/1/16,-0.9,-16.7,-9.6,0,7.5
1981/1/17,0.1,-18.8,-9.2,0,8.7
1981/1/18,0.4,-9.8,-4.5,0,6.3
1981/1/19,-1.1,-12.7,-5.2,0,2.9
1981/1/20,-2.3,-18.8,-9.5,0,5.6
1981/1/21,-3.9,-15.3,-8.2,0,6.5
1981/1/22,-2.4,-16.2,-8.8,0,4.4
1981/1/23,0.1,-6.2,-3.6,0,7.1
1981/1/24,2,-5,-1.1,1,0.7
1981/1/25,-0.9,-11,-4.3,0,7.3
1981/1/26,-1.7,-12.3,-7.8,0,7.4
1981/1/27,-3.9,-12.2,-7.6,0,4.8
1981/1/28,-2.2,-9.9,-5,0,1.7
1981/1/29,0,-7.1,-3.1,0,6.2
1981/1/30,-0.9,-7.8,-3.8,0,0.9
1981/1/31,1.7,-7.8,-2.1,0,7.1
1981/2/1,0.9,-12.5,-5.4,0,1.5
1981/2/2,1.2,-6.8,-1.9,6,0.8
1981/2/3,1.4,-6.6,-1.6,0,7
1981/2/4,2.5,-3.8,-0.8,5,4.7
1981/2/5,0.9,-6.9,-3.6,0,6.8
1981/2/6,3.8,-5.7,-0.9,0,7.8
1981/2/7,3,-12.4,-5.2,0,8.1
1981/2/8,1.4,-5.3,-2.3,0,8
1981/2/9,-0.1,-5.9,-2.7,0,5.3
1981/2/10,2.5,-10.3,-2.4,2,6.6
1981/2/11,-1.1,-7.7,-3.9,8,6.9
1981/2/12,5,-5.4,0.3,0,6.9
1981/2/13,5.4,-0.2,2.1,1,2.2
1981/2/14,4.5,-3.4,1.3,0,7.9
1981/2/15,2.9,-6.7,-0.6,0,5.7
1981/2/16,8,-1.1,3.4,0,8.5
1981/2/17,1.8,-6.6,-1.7,0,3.6
1981/2/18,3.9,-10.6,-2.1,0,9.4
1981/2/19,2.7,-4.3,-0.4,7,6.9
1981/2/20,-0.2,-5.3,-2.6,0,5.7
1981/2/21,-0.1,-6.5,-3.3,0,7.1
1981/2/22,-0.3,-9.4,-4.8,0,9.2
1981/2/23,-2.6,-10.5,-5.4,0,0
1981/2/24,-1.5,-2.9,-2.4,7,0
1981/2/25,-2.1,-7.7,-4.2,25,2.9
1981/2/26,-1.1,-15.9,-5.9,3,8.6
1981/2/27,-1.6,-19.2,-9,0,6.6
1981/2/28,-2.5,-9.2,-6,0,7.4
1981/3/1,-0.2,-7.6,-4.2,0,9
1981/3/2,2.5,-12.1,-3.5,0,9.8
1981/3/3,4,-5.4,0.2,0,4.8
1981/3/4,6.9,-11.1,-1.1,0,10
1981/3/5,2.1,-4.1,-0.3,1,9.7
1981/3/6,-1.6,-10.8,-4.9,1,8.2
1981/3/7,0.6,-12.7,-4.6,12,5.5
1981/3/8,1,-9.8,-2.8,1,10.3
1981/3/9,0,-8.5,-3.5,0,3.6
1981/3/10,1.4,-6,-1.8,0,7.6
1981/3/11,0.3,-10.4,-4.6,0,9.2
1981/3/12,5.2,-10,-0.3,0,10.5
1981/3/13,10.4,-2.6,3.7,0,9.9
1981/3/14,4,0.5,2.6,10,0
1981/3/15,6.4,-0.4,2.7,6,1.4
1981/3/16,1.8,-2.8,-0.6,0,6.9
1981/3/17,2,-6.7,-1.7,0,8.8
1981/3/18,7.7,-9.2,0.2,0,11
1981/3/19,11.8,-6.2,3,0,11
1981/3/20,15.9,-2.1,4.8,0,9.1
1981/3/21,12.6,-1.9,4.7,0,8.9
1981/3/22,9.9,1.8,4.3,0,7.8
1981/3/23,8.4,-2.1,3.1,0,6.9
1981/3/24,7,-5.1,1.3,0,10.7
1981/3/25,1.6,-0.6,0.2,19,0
1981/3/26,10.9,0.5,5.5,1,8
1981/3/27,5.7,-0.1,1.7,0,2.6
1981/3/28,7.1,-1.5,1.9,0,9.9
1981/3/29,6.5,-4.2,1.3,0,6.4
1981/3/30,5.9,-3.1,1.8,0,11.3
1981/3/31,8.7,-6,1.1,0,11.5
1981/4/1,9.4,-5.3,2.9,0,8.3
1981/4/2,9.8,0.3,3.7,2,2.7
1981/4/3,11.3,3.1,6.8,0,9.1
1981/4/4,14.1,-0.5,6.6,0,8.1
1981/4/5,16.2,-3.1,7.2,0,10.6
1981/4/6,9.5,4,7.2,9,0
1981/4/7,9.7,0.7,5.8,0,8.6
1981/4/8,12.3,-1.4,5.8,0,11.9
1981/4/9,17.6,0.2,8.8,0,11.1
1981/4/10,11.2,4.1,8.7,9,0
1981/4/11,13.8,6.4,9.2,0,5.8
1981/4/12,13.9,5.5,9.9,0,10.3
1981/4/13,9.8,-1.8,5.7,0,7.1
1981/4/14,6.5,-4.3,1.9,6,5.9
1981/4/15,14.4,0.5,6.9,0,11.9
1981/4/16,12.6,-0.2,5.5,0,0
1981/4/17,12.8,1.3,6,0,8.3
1981/4/18,8.5,-1.3,3.6,0,4.1
1981/4/19,13.3,-3.5,5.4,0,11
1981/4/20,11.2,4.1,6.3,19,0.3
1981/4/21,13.1,3.8,7.7,0,8.1
1981/4/22,17.5,-0.2,10,0,11.5
1981/4/23,20.8,6.2,14.5,0,6.8
1981/4/24,23.6,12.5,17.2,0,10
1981/4/25,14.7,6,10.2,0,0.2
1981/4/26,14.8,4.5,9.8,0,9.3
1981/4/27,17.7,2.5,10.7,0,12.3
1981/4/28,17.8,-1.2,8.7,0,11.4
1981/4/29,19.7,-1.2,11.2,0,10.5
1981/4/30,16,10.2,12.9,25,0.3
1981/5/1,18.5,7.4,12.8,0,9.8
1981/5/2,23.3,4.5,14.5,0,10
1981/5/3,13.9,7.3,11.3,3,1.3
1981/5/4,15.3,6.2,9.9,11,7.5
1981/5/5,17.1,4.4,11.1,0,12.4
1981/5/6,18.7,1.8,11.1,0,6.3
1981/5/7,16.3,9,12.3,3,2.7
1981/5/8,16.6,7.6,12,9,8.5
1981/5/9,13.2,6.2,9.8,2,0
1981/5/10,16.6,4.8,11.4,0,6.9
1981/5/11,10.7,4.3,8.1,6,1.4
1981/5/12,14.9,7.4,10.9,9,0
1981/5/13,16.7,6.6,11.5,0,11
1981/5/14,17.3,9.1,12.9,0,11.8
1981/5/15,19.3,5,12.1,0,11.9
1981/5/16,17.6,3.7,9.6,0,8.1
1981/5/17,14.8,4,9.6,0,7.6
1981/5/18,8.6,4.2,6.4,17,0
1981/5/19,13.8,3.8,8.3,2,3.3
1981/5/20,16.1,4.5,10.9,0,10
1981/5/21,20.6,1.4,11.8,0,12.8
1981/5/22,22.7,3,14.2,0,13
1981/5/23,24.5,10.9,17,0,11.1
1981/5/24,16.6,9.5,13,1,2.9
1981/5/25,15.6,8.5,12,13,3.1
1981/5/26,18.3,8.9,13.8,0,9.7
1981/5/27,22.2,4.6,13.3,0,11.7
1981/5/28,14.2,10.6,12.6,0,0.4
1981/5/29,17.3,9.4,13.6,8,4.7
1981/5/30,11,6,8.9,0,2.5
1981/5/31,13.2,1,8.5,0,4.2
1981/6/1,10.2,7.9,9,11,0
1981/6/2,16.2,6.2,10.9,0,6.1
1981/6/3,19.6,3.9,12.3,0,12.5
1981/6/4,22,6.8,13.6,0,6.8
1981/6/5,21.4,10.8,15.2,2,4.3
1981/6/6,17,11.9,14,2,2.7
1981/6/7,17.8,12.6,14.9,0,3.8
1981/6/8,22.8,13.5,17.8,0,5.3
1981/6/9,24.8,12.5,18.8,0,8.8
1981/6/10,23.8,9.8,17.1,0,3.1
1981/6/11,23,14.6,18.8,0,6.6
1981/6/12,18,14,16.7,32,0
1981/6/13,22.9,13,17.9,0,4.8
1981/6/14,19.9,14.6,17.5,4,0.7
1981/6/15,19.6,14.9,17,9,0.3
1981/6/16,24.7,13.7,18.8,0,9.2
1981/6/17,17.5,14.8,16.1,20,0
1981/6/18,17,10.2,14.2,7,0
1981/6/19,18.2,8.4,12.5,0,8.4
1981/6/20,15.9,7.5,11.6,0,2.3
1981/6/21,15.8,10.1,12.7,0,0
1981/6/22,12.8,9.9,11.6,20,0
1981/6/23,21.2,11.3,14.9,33,3.4
1981/6/24,22.8,9.8,17.3,0,11.8
1981/6/25,26.2,12.1,19.7,0,8.3
1981/6/26,27.2,15.2,21.7,0,12.9
1981/6/27,19.1,15.2,16.8,2,0.6
1981/6/28,20.6,16.3,18.2,0,1.8
1981/6/29,19.4,16.2,17.8,11,0
1981/6/30,24.8,16.5,19.8,1,7.9
1981/7/1,24,15.5,18.9,0,6.1
1981/7/2,23.2,15.8,18.6,0,1.6
1981/7/3,23.4,14.6,18.5,0,11
1981/7/4,23.7,17.1,19.5,0,5.1
1981/7/5,18.3,16.8,17.6,21,0
1981/7/6,20.9,17.6,19.4,20,0
1981/7/7,24.5,18.7,20.9,13,5.8
1981/7/8,23.7,17.9,20.5,0,0.4
1981/7/9,29.3,17.5,22.8,0,5.8
1981/7/10,25.5,20.9,22.9,0,0.8
1981/7/11,24.4,20.9,22.4,13,0.1
1981/7/12,24.6,20.9,22.6,21,0
1981/7/13,30.8,21.9,25.8,0,8
1981/7/14,25,22,23.2,13,0
1981/7/15,30.6,21.2,24.7,11,7.6
1981/7/16,30.1,22,25.3,5,4.6
1981/7/17,29.3,23.2,25.5,0,3.9
1981/7/18,30,21.3,26.1,0,8.4
1981/7/19,30.5,19.4,24.9,0,8.5
1981/7/20,31.7,21.3,26.4,0,11.1
1981/7/21,30.4,20.7,25.7,0,7.8
1981/7/22,25.3,17.5,21,33,1.2
1981/7/23,20.5,15.8,18.3,0,2.1
1981/7/24,26.9,17.7,21.3,0,6.9
1981/7/25,27.8,17.5,22.4,0,10.3
1981/7/26,28.8,17.4,23,6,9.1
1981/7/27,26.7,20.5,22.7,0,2.4
1981/7/28,27.7,19.6,23.2,0,9.2
1981/7/29,30.6,20.9,25,0,7.9
1981/7/30,30.5,22.9,26,0,10.6
1981/7/31,30.5,23.2,26.5,0,11.5
1981/8/1,34.2,23,26.9,0,10
1981/8/2,34.2,22.2,27.3,0,9.1
1981/8/3,29.6,21.8,24.9,0,8.2
1981/8/4,26.4,21.3,23.1,0,1.3
1981/8/5,23.4,16.5,20.3,21,1.1
1981/8/6,21.2,14.5,17.7,0,7.8
1981/8/7,23.4,15.2,19.2,1,7.4
1981/8/8,26.1,17.7,20.8,4,5.6
1981/8/9,28.6,18.9,23.1,0,10.8
1981/8/10,28.4,19.2,22.9,6,7.6
1981/8/11,24.2,19.3,21.5,5,0.2
1981/8/12,25,18.4,21.1,37,0.6
1981/8/13,27.7,16.9,22.4,0,11.2
1981/8/14,26.7,18.8,22.1,0,5.2
